teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingAttemptsInEndzoneTotal,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingTouchdownsTotal,opponentStatsPassingInterceptionsTotal,opponentStatsPassingSackedAvoidedTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingOffTargetThrowAttemptsPercentage,opponentStatsPassingDeepThrowAttemptsTotal,opponentStatsPassingDeepThrowAttemptsPercentage,opponentStatsPassingTowThrowPercentage,opponentStatsPassingHeroThrowPercentage,opponentStatsPassingThrowAccuracyHighlyAccuratePercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing,opponentStatsPassingRunPassOptionPercentage
2,Atlanta,Falcons,True,CAR,NFC,NFC South,Open,Open,Cover 6,17,72,72,0.7916666666666666,4,49,0.6805555555555556,0.7323943661971831,-0.0033912828169013753,32,0.041666666666666664,515,7.152777777777778,0.4815533980582524,7.361111111111111,560,3,1,3,No,No,17,0.2361111111111111,-0.17284513888888886,No,0.20833333333333334,6,0.08333333333333333,0.05555555555555555,0.013888888888888888,0.5138888888888888,2.9458333333333333,2.7411764705882353,7.847222222222222,96.7,Yes,Yes,24,
32,Washington,Commanders,,DAL,NFC,NFC East,Open,Open,Cover 2,17,51,51,0.7843137254901961,3,35,0.6862745098039216,0.7254901960784313,0.02649377621568616,4,0.0392156862745098,474,9.294117647058824,0.45569620253164556,9.294117647058824,533,,,,Yes,Yes,10,0.19607843137254902,-0.16979509803921566,No,0.19607843137254902,8,0.1568627450980392,,0.0196078431372549,0.4117647058823529,2.696078431372549,2.2199999999999998,10.450980392156863,98,No,No,24,
26,Philadelphia,Eagles,True,NYG,NFC,NFC East,Closed,Closed,Cover 3,17,76,76,0.75,4,48,0.631578947368421,0.7105263157894737,-0.0257134217368421,42,0.07894736842105263,465,6.118421052631579,0.45376344086021503,6.315789473684211,597,3,1,1,No,Yes,19,0.25,-0.1259013157894737,No,0.23684210526315788,8,0.10526315789473684,0.02631578947368421,0.039473684210526314,0.47368421052631576,2.754210526315789,2.3473684210526318,7.855263157894737,87.9,No,Yes,23,
7,Cincinnati,Bengals,,PIT,AFC,AFC North,Open,Open,Cover 6,17,81,81,0.8765432098765432,4,64,0.7901234567901234,0.8395061728395061,0.08701534060493821,33,0.04938271604938271,653,8.061728395061728,0.5099540581929556,8,594,2,1,,No,No,19,0.2345679012345679,-0.14795432098765435,No,0.09876543209876543,6,0.07407407407407407,0.012345679012345678,0.024691358024691357,0.5555555555555556,2.7925925925925923,2.4526315789473685,7.333333333333333,103.3,No,Yes,29,
8,Cleveland,Browns,,BLT,AFC,AFC North,Open,Closed,Cover 3,17,60,60,0.7666666666666667,6,42,0.7,0.7333333333333333,0.041153333933333314,10,0.03333333333333333,547,9.116666666666667,0.40950639853747717,10.783333333333333,654,5,,4,No,No,24,0.4,-0.03727499999999999,No,0.21666666666666667,9,0.15,0.05,0.08333333333333333,0.5333333333333333,3.11,2.4916666666666667,10.9,126.2,No,Yes,27,
27,Pittsburgh,Steelers,True,CIN,AFC,AFC North,Open,Open,Cover 6,17,88,88,0.7954545454545454,7,65,0.7386363636363636,0.7931034482758621,0.054819932321839016,24,0.045454545454545456,713,8.102272727272727,0.34782608695652173,8.727272727272727,702,5,1,1,No,No,24,0.2727272727272727,-0.11812954545454547,No,0.18181818181818182,4,0.045454545454545456,0.03409090909090909,0.045454545454545456,0.5454545454545454,2.840909090909091,2.5541666666666667,8.125,111.6,No,Yes,31,0.011363636363636364
16,Kansas City,Chiefs,,DEN,AFC,AFC West,Closed,Open,Cover 4,17,78,78,0.7307692307692307,7,50,0.6410256410256411,0.7012987012987013,-0.026827215649350644,37,0.05128205128205128,568,7.282051282051282,0.5440140845070423,6.32051282051282,692,3,3,1,No,No,18,0.23076923076923078,-0.15015576923076926,No,0.23076923076923078,9,0.11538461538461539,0.038461538461538464,0.05128205128205128,0.44871794871794873,2.783333333333333,2.5,8.961538461538462,82.6,No,Yes,27,0.01282051282051282
29,San Francisco,49ers,,ARZ,NFC,NFC West,Open,Closed,Cover 3,17,70,70,0.8142857142857143,4,51,0.7285714285714285,0.7571428571428571,0.03306441891428569,11,0.02857142857142857,578,8.257142857142858,0.4013840830449827,7.542857142857143,610,2,2,,No,No,11,0.15714285714285714,-0.22320714285714288,No,0.18571428571428572,6,0.08571428571428572,0.04285714285714286,0.04285714285714286,0.5285714285714286,2.78,2.5090909090909093,8.714285714285714,94.8,No,No,30,
5,Carolina,Panthers,,ATL,NFC,NFC South,Open,Open,Cover 6,17,80,80,0.85,7,55,0.6875,0.7721518987341772,0.07711531158227847,40,0.075,819,10.2375,0.36996336996337,12.2375,829,8,,,No,No,12,0.15,-0.307975,No,0.1375,14,0.175,0.0375,0.0625,0.5625,3.2299999999999995,2.6916666666666664,10.5375,135.4,Yes,Yes,35,
6,Chicago,Bears,,GB,NFC,NFC North,Closed,Closed,Cover 1,17,62,62,0.7419354838709677,3,41,0.6612903225806451,0.6935483870967742,-0.05850896185483867,26,0.03225806451612903,374,6.032258064516129,0.43315508021390375,6.274193548387097,449,3,1,,No,No,20,0.3225806451612903,-0.08653790322580644,Yes,0.24193548387096775,4,0.06451612903225806,0.03225806451612903,,0.5,2.946774193548387,2.565,7.241935483870968,91.7,No,Yes,24,
