name,key,team,pos,g,source,dk_pg,role,pass_att_pg,ypa,comp_rate,pass_td_rate,int_rate,carry_pg,ypc,rush_td_rate,tgt_share,carry_share,cv_tgt,cv_carry,var_src_carry,catch_rate,ypt,rec_td_per_tgt,var_src_tgt
John Bates,j.bates,WAS,TE,17.0,clay_6_10,2.023529411764706,TE,,,,,,0.0,0.0,0.0,0.04038461538461539,0.0,0.6450966559231655,,,0.7142857142857143,6.380952380952381,0.047619047619047616,measured
Ray Davis,r.davis,BUF,RB,17.0,clay_6_10,1.9882352941176469,RB,,,,,,1.8823529411764706,4.3125,0.03125,0.019646365422396856,0.06299212598425197,0.541628738480809,0.9624593348565996,,0.8,6.0,0.0,measured
Jake Tonges,j.tonges,SF,TE,17.0,clay_6_10,1.9176470588235293,TE,,,,,,0.0,0.0,0.0,0.033962264150943396,0.0,0.5596203993997326,,,0.7222222222222222,7.555555555555555,0.05555555555555555,measured
Jaydon Blue,j.blue,DAL,RB,17.0,clay_6_10,1.8647058823529412,RB,,,,,,2.588235294117647,4.2272727272727275,0.022727272727272728,0.010362694300518135,0.09421841541755889,0.49169138793461103,0.4800125171586246,,0.6666666666666666,5.166666666666667,0.0,archetype
Kaelon Black,k.black,SF,RB,17.0,clay_6_10,1.8529411764705883,RB,,,,,,2.588235294117647,4.159090909090909,0.022727272727272728,0.009433962264150943,0.09243697478991597,0.49169138793461103,0.4800125171586246,,0.8,6.4,0.0,archetype
Chimere Dike,c.dike,TEN,WR,17.0,clay_6_10,1.847058823529412,WR,,,,,,0.5882352941176471,5.0,0.1,0.01971326164874552,0.02320185614849188,0.4333745983656314,0.31535898229837594,,0.6363636363636364,6.7272727272727275,0.09090909090909091,measured
Ollie Gordon II,o.gordon,MIA,RB,17.0,clay_6_10,1.8411764705882356,RB,,,,,,2.6470588235294117,4.111111111111111,0.022222222222222223,0.009900990099009901,0.09297520661157024,0.3210735869062092,0.6209089937130502,,0.8,5.6,0.0,measured
Trevor Etienne,t.etienne,CAR,RB,17.0,clay_6_10,1.7941176470588236,RB,,,,,,1.4705882352941178,4.24,0.04,0.0186219739292365,0.05555555555555555,0.47469082942559193,0.7455914605758076,,0.8,5.9,0.0,measured
Tanner Hudson,t.hudson,CIN,TE,17.0,clay_6_10,1.7647058823529411,TE,,,,,,0.0,0.0,0.0,0.02861952861952862,0.0,0.6062460353295018,,,0.7647058823529411,6.470588235294118,0.058823529411764705,measured
Mack Hollins,m.hollins,NE,WR,17.0,clay_6_10,1.747058823529412,WR,,,,,,0.0,0.0,0.0,0.03076923076923077,0.0,0.62688272076372,,,0.6875,7.9375,0.0625,measured
Jonah Coleman,j.coleman,DEN,RB,17.0,clay_6_10,1.7470588235294118,RB,,,,,,1.1764705882352942,4.25,0.05,0.019469026548672566,0.0449438202247191,0.49169138793461103,0.4800125171586246,,0.8181818181818182,5.636363636363637,0.0,archetype
Tyler Badie,t.badie,DEN,RB,17.0,clay_6_10,1.7470588235294118,RB,,,,,,0.23529411764705882,4.5,0.0,0.03008849557522124,0.008988764044943821,0.5985591047473847,0.4800125171586246,,0.7058823529411765,5.823529411764706,0.058823529411764705,measured
Adam Trautman,a.trautman,DEN,TE,17.0,clay_6_10,1.723529411764706,TE,,,,,,0.0,0.0,0.0,0.03008849557522124,0.0,0.4411614925317221,,,0.7058823529411765,6.647058823529412,0.058823529411764705,measured
Brenen Thompson,b.thompson,LAC,WR,17.0,clay_6_10,1.7176470588235295,WR,,,,,,0.11764705882352941,5.5,0.0,0.030303030303030304,0.004395604395604396,0.49169138793461103,0.4800125171586246,,0.625,7.5625,0.0625,archetype
Konata Mumpfield,k.mumpfield,LAR,WR,17.0,clay_6_10,1.6882352941176473,WR,,,,,,0.0,0.0,0.0,0.03046594982078853,0.0,0.7101697852970756,,,0.5882352941176471,7.470588235294118,0.058823529411764705,measured
Ben Sinnott,b.sinnott,WAS,TE,17.0,clay_6_10,1.6823529411764706,TE,,,,,,0.0,0.0,0.0,0.028846153846153848,0.0,0.7179005323639218,,,0.8,7.066666666666666,0.06666666666666667,measured
Mo Alie-Cox,m.cox,IND,TE,17.0,clay_6_10,1.6529411764705884,TE,,,,,,0.0,0.0,0.0,0.030360531309297913,0.0,0.5621881746706477,,,0.6875,6.9375,0.0625,measured
KeAndre Lambert-Smith,k.smith,LAC,WR,17.0,clay_6_10,1.6529411764705884,WR,,,,,,0.0,0.0,0.0,0.030303030303030304,0.0,0.7156281067021089,,,0.625,7.5625,0.0625,measured
Luke Schoonmaker,l.schoonmaker,DAL,TE,17.0,clay_6_10,1.6470588235294117,TE,,,,,,0.0,0.0,0.0,0.02936096718480138,0.0,0.4075262970553336,,,0.6470588235294118,6.470588235294118,0.058823529411764705,measured
Jackson Hawes,j.hawes,BUF,TE,17.0,clay_6_10,1.6470588235294117,TE,,,,,,0.0,0.0,0.0,0.029469548133595286,0.0,0.5780128858537731,,,0.7333333333333333,7.333333333333333,0.06666666666666667,measured
Jeremy Ruckert,j.ruckert,NYJ,TE,17.0,clay_6_10,1.623529411764706,TE,,,,,,0.0,0.0,0.0,0.030131826741996232,0.0,0.5405186185624896,,,0.75,6.0,0.0625,measured
Devin Singletary,d.singletary,NYG,RB,17.0,clay_6_10,1.5823529411764703,RB,,,,,,2.1176470588235294,3.9722222222222223,0.027777777777777776,0.00992063492063492,0.07317073170731707,0.578827406698564,0.5723636538596305,,0.8,5.2,0.0,measured
Sean Tucker,s.tucker,TB,RB,17.0,clay_6_10,1.5647058823529412,RB,,,,,,2.0588235294117645,4.171428571428572,0.05714285714285714,0.0,0.07415254237288135,0.5363433435614164,0.7138340694627924,,0.0,0.0,0.0,measured
Durham Smythe,d.smythe,BAL,TE,17.0,clay_6_10,1.4941176470588236,TE,,,,,,0.0,0.0,0.0,0.029978586723768737,0.0,0.701300838147123,,,0.7142857142857143,6.714285714285714,0.07142857142857142,measured
Cedric Tillman,c.tillman,CLE,WR,17.0,clay_6_10,1.4764705882352942,WR,,,,,,0.0,0.0,0.0,0.029411764705882353,0.0,0.5320109710164486,,,0.5625,6.3125,0.0625,measured
Adam Randall,a.randall,BAL,RB,17.0,clay_6_10,1.4705882352941178,RB,,,,,,1.7058823529411764,4.172413793103448,0.034482758620689655,0.010706638115631691,0.054003724394785846,0.49169138793461103,0.4800125171586246,,0.8,5.8,0.0,archetype
Demond Claiborne,d.claiborne,MIN,RB,17.0,clay_6_10,1.464705882352941,RB,,,,,,1.5294117647058822,4.230769230769231,0.038461538461538464,0.010416666666666666,0.058426966292134834,0.49169138793461103,0.4800125171586246,,0.8333333333333334,4.833333333333333,0.0,archetype
Daniel Bellinger,d.bellinger,TEN,TE,17.0,clay_6_10,1.4235294117647062,TE,,,,,,0.0,0.0,0.0,0.03046594982078853,0.0,0.4772513145756115,,,0.7647058823529411,6.588235294117647,0.0,measured
Will Shipley,w.shipley,PHI,RB,17.0,clay_6_10,1.3705882352941177,RB,,,,,,0.5294117647058824,4.444444444444445,0.0,0.03006012024048096,0.017892644135188866,0.48737746260942216,0.2524829271851642,,0.7333333333333333,5.533333333333333,0.0,measured
Kyle T. Williams,k.williams,NE,WR,17.0,clay_6_10,1.3705882352941177,WR,,,,,,0.23529411764705882,5.5,0.0,0.019230769230769232,0.00847457627118644,0.7403901975472545,0.22415254580129956,,0.6,9.1,0.1,measured
Tez Johnson,t.johnson,TB,WR,17.0,clay_6_10,1.3588235294117648,WR,,,,,,0.23529411764705882,5.75,0.0,0.020872865275142316,0.00847457627118644,0.49169138793461103,0.7445104641791392,,0.6363636363636364,7.090909090909091,0.09090909090909091,archetype
Xavier Smith,x.smith,LAR,WR,17.0,clay_6_10,1.288235294117647,WR,,,,,,0.0,0.0,0.0,0.01971326164874552,0.0,0.6002074740205359,,,0.6363636363636364,8.090909090909092,0.09090909090909091,measured
Foster Moreau,f.moreau,HOU,TE,17.0,clay_6_10,1.288235294117647,TE,,,,,,0.0,0.0,0.0,0.019963702359346643,0.0,0.7246755028532271,,,0.7272727272727273,7.181818181818182,0.09090909090909091,measured
Mitchell Tinsley,m.tinsley,CIN,WR,17.0,clay_6_10,1.258823529411765,WR,,,,,,0.0,0.0,0.0,0.018518518518518517,0.0,0.8386876802782618,,,0.6363636363636364,7.636363636363637,0.09090909090909091,measured
Davis Allen,d.allen,LAR,TE,17.0,clay_6_10,1.258823529411765,TE,,,,,,0.0,0.0,0.0,0.01971326164874552,0.0,0.5656074743852455,,,0.7272727272727273,6.7272727272727275,0.09090909090909091,measured
Nate Boerkircher,n.boerkircher,JAX,TE,17.0,clay_6_10,1.258823529411765,TE,,,,,,0.0,0.0,0.0,0.019642857142857142,0.0,0.49169138793461103,,,0.7272727272727273,6.7272727272727275,0.09090909090909091,archetype
Nicholas Singleton,n.singleton,TEN,RB,17.0,clay_6_10,1.2529411764705882,RB,,,,,,1.1764705882352942,4.15,0.05,0.010752688172043012,0.04640371229698376,0.49169138793461103,0.4800125171586246,,0.6666666666666666,5.0,0.0,archetype
Brock Wright,b.wright,DET,TE,17.0,clay_6_10,1.2470588235294118,TE,,,,,,0.0,0.0,0.0,0.02022058823529412,0.0,0.573315900369772,,,0.7272727272727273,6.545454545454546,0.09090909090909091,measured
Nate Adkins,n.adkins,DEN,TE,17.0,clay_6_10,1.2294117647058822,TE,,,,,,0.0,0.0,0.0,0.019469026548672566,0.0,0.5210167364026467,,,0.7272727272727273,6.2727272727272725,0.09090909090909091,measured
Hunter Luepke,h.luepke,DAL,RB,17.0,clay_6_10,1.223529411764706,RB,,,,,,0.7647058823529411,4.3076923076923075,0.0,0.018998272884283247,0.027837259100642397,0.45838127706252746,0.7002437538204821,,0.8181818181818182,5.636363636363637,0.0,measured
Charlie Kolar,c.kolar,LAC,TE,17.0,clay_6_10,1.1941176470588235,TE,,,,,,0.0,0.0,0.0,0.020833333333333332,0.0,0.44050005639947704,,,0.6363636363636364,6.636363636363637,0.09090909090909091,measured
Payne Durham,p.durham,TB,TE,17.0,clay_6_10,1.1823529411764706,TE,,,,,,0.0,0.0,0.0,0.020872865275142316,0.0,0.49169138793461103,,,0.6363636363636364,6.454545454545454,0.09090909090909091,archetype
Cyrus Allen,c.allen,KC,WR,17.0,clay_6_10,1.1764705882352942,WR,,,,,,0.0,0.0,0.0,0.019230769230769232,0.0,0.49169138793461103,,,0.5454545454545454,7.2727272727272725,0.09090909090909091,archetype
Ben Sims,b.sims,MIA,TE,17.0,clay_6_10,1.1647058823529413,TE,,,,,,0.0,0.0,0.0,0.0297029702970297,0.0,0.49169138793461103,,,0.6666666666666666,6.533333333333333,0.0,archetype
Emanuel Wilson,e.wilson,SEA,RB,6.0,clay_6_10,1.1333333333333335,RB,,,,,,1.8333333333333333,4.363636363636363,0.0,0.003898635477582846,0.022916666666666665,0.49169138793461103,0.4800125171586246,,0.5,5.0,0.0,archetype
Jahdae Walker,j.walker,CHI,WR,17.0,clay_6_10,1.1294117647058823,WR,,,,,,0.0,0.0,0.0,0.01893939393939394,0.0,0.49169138793461103,,,0.6,7.2,0.1,archetype
Tahj Brooks,t.brooks,CIN,RB,17.0,clay_6_10,1.1117647058823528,RB,,,,,,1.8235294117647058,4.161290322580645,0.03225806451612903,0.0,0.07192575406032482,0.49169138793461103,0.6377344421663181,,0.0,0.0,0.0,archetype
JuJu Smith-Schuster,j.schuster,NYG,WR,2.0,clay_6_10,1.1,WR,,,,,,0.0,0.0,0.0,0.003968253968253968,0.0,0.5288800145298844,,,0.5,6.0,0.0,measured
Calvin Austin III,c.austin,NYG,WR,17.0,clay_6_10,1.0411764705882354,WR,,,,,,0.0,0.0,0.0,0.025793650793650792,0.0,0.5486079578482446,,,0.6153846153846154,7.461538461538462,0.0,measured
Isaiah Bond,i.bond,CLE,WR,17.0,clay_6_10,0.923529411764706,WR,,,,,,0.23529411764705882,5.75,0.0,0.01838235294117647,0.008676789587852495,0.5428171705266708,0.4800125171586246,,0.6,7.4,0.0,measured
Alec Ingold,a.ingold,LAC,RB,17.0,clay_6_10,0.8647058823529412,RB,,,,,,0.11764705882352941,4.5,0.0,0.020833333333333332,0.004395604395604396,0.41372053032346084,0.37668848234124597,,0.7272727272727273,5.2727272727272725,0.0,measured
Anthony Gould,a.gould,IND,WR,17.0,clay_6_10,0.8470588235294118,WR,,,,,,0.0,0.0,0.0,0.018975332068311195,0.0,0.49169138793461103,,,0.7,7.4,0.0,archetype
Tyrell Shavers,t.shavers,BUF,WR,11.0,clay_6_10,0.8363636363636363,WR,,,,,,0.0,0.0,0.0,0.0137524557956778,0.0,0.6657043695013413,,,0.5714285714285714,7.428571428571429,0.0,measured
Elic Ayomanor,e.ayomanor,TEN,WR,17.0,clay_6_10,0.8,WR,,,,,,0.0,0.0,0.0,0.01971326164874552,0.0,0.41415551529778366,,,0.5454545454545454,6.909090909090909,0.0,measured
Blake Whiteheart,b.whiteheart,CLE,TE,17.0,clay_6_10,0.7823529411764706,TE,,,,,,0.0,0.0,0.0,0.01838235294117647,0.0,0.38110909789891195,,,0.7,6.3,0.0,measured
Seth McGowan,s.mcgowan,IND,RB,17.0,clay_6_10,0.7117647058823531,RB,,,,,,0.7647058823529411,4.0,0.0,0.009487666034155597,0.02832244008714597,0.49169138793461103,0.4800125171586246,,0.8,5.8,0.0,archetype
Kaytron Allen,k.allen,WAS,RB,17.0,clay_6_10,0.7058823529411765,RB,,,,,,0.7058823529411765,4.25,0.0,0.009615384615384616,0.02510460251046025,0.2823743156286657,0.4800125171586246,,0.8,5.8,0.0,measured
Justin Fields,j.fields,KC,QB,17.0,clay_6_10,0.6529411764705884,QB,1.2352941176470589,6.666666666666667,0.6190476190476191,0.047619047619047616,0.0,0.17647058823529413,5.0,0.0,0.0,0.0,,0.2274895474225341,measured,,,,
Joe Milton III,j.milton,DAL,QB,17.0,clay_6_10,0.6447058823529412,QB,1.3529411764705883,6.913043478260869,0.6521739130434783,0.043478260869565216,0.0,0.058823529411764705,6.0,0.0,0.0,0.0,,0.4800125171586246,archetype,,,,
Greg Dortch,g.dortch,DET,WR,17.0,clay_6_10,0.611764705882353,WR,,,,,,0.29411764705882354,4.8,0.0,0.009191176470588236,0.01059322033898305,0.5984098995582529,0.4800125171586246,,0.8,8.0,0.0,measured
Ben Skowronek,b.skowronek,PIT,WR,17.0,clay_6_10,0.5941176470588236,WR,,,,,,0.0,0.0,0.0,0.015817223198594025,0.0,0.1979112104317527,,,0.5555555555555556,5.666666666666667,0.0,measured
Joe Flacco,j.flacco,CIN,QB,17.0,clay_6_10,0.5682352941176471,QB,1.4705882352941178,6.56,0.6,0.04,0.04,0.0,1.0,0.0,0.0,0.0,,0.6361223356409924,measured,,,,
Bo Melton,b.melton,GB,WR,17.0,clay_6_10,0.5529411764705883,WR,,,,,,0.23529411764705882,6.5,0.0,0.009416195856873822,0.008528784648187633,0.55702052925677,0.3363130962907091,,0.6,7.6,0.0,measured
Mason Tipton,m.tipton,NO,WR,17.0,clay_6_10,0.5352941176470589,WR,,,,,,0.23529411764705882,6.0,0.0,0.009124087591240875,0.008676789587852495,0.5488000275224207,0.4800125171586246,,0.6,7.4,0.0,measured
Isaiah Williams,i.williams,NYJ,WR,17.0,clay_6_10,0.5235294117647059,WR,,,,,,0.11764705882352941,6.5,0.0,0.009416195856873822,0.00437636761487965,0.5502848446763471,0.4800125171586246,,0.8,7.2,0.0,measured
Connor Heyward,c.heyward,LV,RB,17.0,clay_6_10,0.511764705882353,RB,,,,,,0.23529411764705882,4.5,0.0,0.0088339222614841,0.008928571428571428,0.49169138793461103,0.5335292665323382,,0.8,5.8,0.0,archetype
Max Bredeson,m.bredeson,MIN,RB,17.0,clay_6_10,0.511764705882353,RB,,,,,,0.11764705882352941,4.0,0.0,0.010416666666666666,0.0044943820224719105,0.49169138793461103,0.4800125171586246,,0.8333333333333334,4.833333333333333,0.0,archetype
Adam Prentice,a.prentice,DEN,RB,17.0,clay_6_10,0.5117647058823529,RB,,,,,,0.23529411764705882,4.25,0.0,0.010619469026548672,0.008988764044943821,0.44392460017977015,0.30331800084673216,,0.6666666666666666,5.0,0.0,measured
Michael Burton,m.burton,CLE,RB,17.0,clay_6_10,0.4941176470588235,RB,,,,,,0.23529411764705882,4.5,0.0,0.009191176470588236,0.008676789587852495,0.4732476741819533,0.4800125171586246,,0.8,5.2,0.0,measured
Luke Farrell,l.farrell,SF,TE,17.0,clay_6_10,0.4764705882352942,TE,,,,,,0.0,0.0,0.0,0.011320754716981131,0.0,0.34470134912415207,,,0.6666666666666666,6.833333333333333,0.0,measured
Derius Davis,d.davis,LAC,WR,17.0,clay_6_10,0.4647058823529412,WR,,,,,,0.11764705882352941,5.5,0.0,0.00946969696969697,0.004395604395604396,0.523021197413075,0.33514317343231487,,0.6,7.6,0.0,measured
David Moore,d.moore,CAR,WR,17.0,clay_6_10,0.4588235294117647,WR,,,,,,0.11764705882352941,5.5,0.0,0.00931098696461825,0.0044444444444444444,0.2676094485286538,0.6722453417937104,,0.6,7.4,0.0,measured
Max Klare,m.klare,LAR,TE,17.0,clay_6_10,0.4588235294117647,TE,,,,,,0.0,0.0,0.0,0.010752688172043012,0.0,0.49169138793461103,,,0.6666666666666666,6.333333333333333,0.0,archetype
Brevyn Spann-Ford,b.ford,DAL,TE,17.0,clay_6_10,0.4529411764705882,TE,,,,,,0.0,0.0,0.0,0.010362694300518135,0.0,0.8232347237678049,,,0.6666666666666666,6.166666666666667,0.0,measured
CJ Dippre,c.dippre,NE,TE,17.0,clay_6_10,0.4529411764705882,TE,,,,,,0.0,0.0,0.0,0.009615384615384616,0.0,0.49169138793461103,,,0.8,7.4,0.0,archetype
Tai Felton,t.felton,MIN,WR,17.0,clay_6_10,0.4529411764705882,WR,,,,,,0.0,0.0,0.0,0.010416666666666666,0.0,0.49169138793461103,,,0.6666666666666666,6.166666666666667,0.0,archetype
Demarcus Robinson,d.robinson,SF,WR,17.0,clay_6_10,0.4411764705882353,WR,,,,,,0.0,0.0,0.0,0.009433962264150943,0.0,0.6447896478262555,,,0.6,9.0,0.0,measured
CJ Daniels,c.daniels,LAR,WR,17.0,clay_6_10,0.4294117647058823,WR,,,,,,0.0,0.0,0.0,0.010752688172043012,0.0,0.49169138793461103,,,0.5,7.166666666666667,0.0,archetype
Colbie Young,c.young,CIN,WR,17.0,clay_6_10,0.4294117647058823,WR,,,,,,0.0,0.0,0.0,0.010101010101010102,0.0,0.49169138793461103,,,0.5,7.166666666666667,0.0,archetype
Justin Watson,j.watson,HOU,WR,17.0,clay_6_10,0.4235294117647059,WR,,,,,,0.0,0.0,0.0,0.009074410163339383,0.0,0.593869259254664,,,0.6,8.4,0.0,measured
Jonathan Mingo,j.mingo,DAL,WR,17.0,clay_6_10,0.4176470588235294,WR,,,,,,0.0,0.0,0.0,0.010362694300518135,0.0,0.4922260094460157,,,0.5,6.833333333333333,0.0,measured
Reggie Gilliam,r.gilliam,NE,RB,17.0,clay_6_10,0.4117647058823529,RB,,,,,,0.0,0.0,0.0,0.009615384615384616,0.0,0.49169138793461103,,,0.8,6.0,0.0,archetype
Reggie Virgil,r.virgil,ARI,WR,17.0,clay_6_10,0.4058823529411764,WR,,,,,,0.0,0.0,0.0,0.010291595197255575,0.0,0.49169138793461103,,,0.5,6.5,0.0,archetype
Riley Nowakowski,r.nowakowski,PIT,RB,17.0,clay_6_10,0.4058823529411764,RB,,,,,,0.0,0.0,0.0,0.01054481546572935,0.0,0.49169138793461103,,,0.6666666666666666,4.833333333333333,0.0,archetype
Darius Cooper,d.cooper,PHI,WR,17.0,clay_6_10,0.4,WR,,,,,,0.0,0.0,0.0,0.01002004008016032,0.0,0.7081693695006978,,,0.6,7.6,0.0,measured
Andrew Beck,a.beck,NYJ,RB,17.0,clay_6_10,0.4,RB,,,,,,0.0,0.0,0.0,0.009416195856873822,0.0,0.4538186420351376,,,0.8,5.6,0.0,measured
Zavion Thomas,z.thomas,CHI,WR,17.0,clay_6_10,0.4,WR,,,,,,0.0,0.0,0.0,0.00946969696969697,0.0,0.49169138793461103,,,0.6,7.6,0.0,archetype
Patrick Ricard,p.ricard,NYG,RB,17.0,clay_6_10,0.3941176470588235,RB,,,,,,0.0,0.0,0.0,0.00992063492063492,0.0,0.49169138793461103,,,0.8,5.4,0.0,archetype
Kendre Miller,k.miller,NO,RB,17.0,clay_6_10,0.3235294117647059,RB,,,,,,0.7647058823529411,4.230769230769231,0.0,0.0,0.028199566160520606,0.49169138793461103,0.4250061218604918,,0.0,0.0,0.0,archetype
Jawhar Jordan,j.jordan,HOU,RB,17.0,clay_6_10,0.3176470588235294,RB,,,,,,0.7647058823529411,4.153846153846154,0.0,0.0,0.028824833702882482,0.49169138793461103,0.4800125171586246,,0.0,0.0,0.0,archetype
Kaden Wetjen,k.wetjen,PIT,WR,17.0,clay_6_10,0.3,WR,,,,,,0.11764705882352941,6.0,0.0,0.005272407732864675,0.0045045045045045045,0.49169138793461103,0.4800125171586246,,0.6666666666666666,6.333333333333333,0.0,archetype
Malachi Corley,m.corley,CLE,WR,17.0,clay_6_10,0.2588235294117647,WR,,,,,,0.35294117647058826,7.333333333333333,0.0,0.0,0.013015184381778741,0.559412391769745,0.54408843455309,,0.0,0.0,0.0,measured
Kaleb Johnson,k.johnson,PIT,RB,17.0,clay_6_10,0.2117647058823529,RB,,,,,,0.5294117647058824,4.0,0.0,0.0,0.02027027027027027,0.49169138793461103,0.5696141357270751,,0.0,0.0,0.0,archetype
Jimmy Horn Jr.,j.horn,CAR,WR,17.0,clay_6_10,0.1470588235294117,WR,,,,,,0.23529411764705882,6.25,0.0,0.0,0.008888888888888889,0.4360995560504066,0.4348562494206055,,0.0,0.0,0.0,measured
Arian Smith,a.smith,NYJ,WR,17.0,clay_6_10,0.1411764705882353,WR,,,,,,0.23529411764705882,6.0,0.0,0.0,0.0087527352297593,0.4939088711019139,0.4800125171586246,,0.0,0.0,0.0,measured
British Brooks,b.brooks,HOU,RB,17.0,clay_6_10,0.1058823529411764,RB,,,,,,0.23529411764705882,4.5,0.0,0.0,0.008869179600886918,0.49169138793461103,0.4800125171586246,,0.0,0.0,0.0,archetype
Kameron Johnson,k.johnson,TB,WR,17.0,clay_6_10,0.0705882352941176,WR,,,,,,0.11764705882352941,6.0,0.0,0.0,0.00423728813559322,0.49169138793461103,0.5696141357270751,,0.0,0.0,0.0,archetype
Rasheen Ali,r.ali,BAL,RB,17.0,clay_6_10,0.0,RB,,,,,,0.0,0.0,0.0,0.0,0.0,0.49169138793461103,,,0.0,0.0,0.0,archetype
Jacob Saylors,j.saylors,DET,RB,17.0,clay_6_10,0.0,RB,,,,,,0.0,0.0,0.0,0.0,0.0,0.49169138793461103,,,0.0,0.0,0.0,archetype
Kene Nwangwu,k.nwangwu,NYJ,RB,17.0,clay_6_10,0.0,RB,,,,,,0.0,0.0,0.0,0.0,0.0,0.49169138793461103,,,0.0,0.0,0.0,archetype
Dylan Laube,d.laube,LV,RB,17.0,clay_6_10,0.0,RB,,,,,,0.0,0.0,0.0,0.0,0.0,0.49169138793461103,,,0.0,0.0,0.0,archetype
DeeJay Dallas,d.dallas,JAX,RB,17.0,clay_6_10,0.0,RB,,,,,,0.0,0.0,0.0,0.0,0.0,0.49169138793461103,,,0.0,0.0,0.0,archetype
Brashard Smith,b.smith,KC,RB,17.0,clay_6_10,0.0,RB,,,,,,0.0,0.0,0.0,0.0,0.0,0.5912411680171205,,,0.0,0.0,0.0,measured
Isaac Guerendo,i.guerendo,SF,RB,17.0,clay_6_10,0.0,RB,,,,,,0.0,0.0,0.0,0.0,0.0,0.5038498841711339,,,0.0,0.0,0.0,measured
Bam Knight,b.knight,ARI,RB,17.0,clay_6_10,0.0,RB,,,,,,0.0,0.0,0.0,0.0,0.0,0.49169138793461103,,,0.0,0.0,0.0,archetype
Mason Kinsey,m.kinsey,TEN,WR,17.0,clay_6_10,0.0,WR,,,,,,0.0,0.0,0.0,0.0,0.0,0.49169138793461103,,,0.0,0.0,0.0,archetype
Jeshaun Jones,j.jones,MIN,WR,17.0,clay_6_10,0.0,WR,,,,,,0.0,0.0,0.0,0.0,0.0,0.49169138793461103,,,0.0,0.0,0.0,archetype
Luke McCaffrey,l.mccaffrey,WAS,WR,17.0,clay_6_10,0.0,WR,,,,,,0.0,0.0,0.0,0.0,0.0,0.48904548187908786,,,0.0,0.0,0.0,measured
Josh Cameron,j.cameron,JAX,WR,17.0,clay_6_10,0.0,WR,,,,,,0.0,0.0,0.0,0.0,0.0,0.49169138793461103,,,0.0,0.0,0.0,archetype
Brycen Tremayne,b.tremayne,CAR,WR,17.0,clay_6_10,0.0,WR,,,,,,0.0,0.0,0.0,0.0,0.0,0.4890981743001691,,,0.0,0.0,0.0,measured
Michael Bandy,m.bandy,DEN,WR,17.0,clay_6_10,0.0,WR,,,,,,0.0,0.0,0.0,0.0,0.0,0.49169138793461103,,,0.0,0.0,0.0,archetype
Jalen Brooks,j.brooks,ARI,WR,17.0,clay_6_10,0.0,WR,,,,,,0.0,0.0,0.0,0.0,0.0,0.6597238520126136,,,0.0,0.0,0.0,measured
Dareke Young,d.young,LV,WR,17.0,clay_6_10,0.0,WR,,,,,,0.0,0.0,0.0,0.0,0.0,0.49169138793461103,,,0.0,0.0,0.0,archetype
Skyy Moore,s.moore,GB,WR,17.0,clay_6_10,0.0,WR,,,,,,0.0,0.0,0.0,0.0,0.0,0.2175566794911631,,,0.0,0.0,0.0,measured
Efton Chism III,e.chism,NE,WR,17.0,clay_6_10,0.0,WR,,,,,,0.0,0.0,0.0,0.0,0.0,0.49169138793461103,,,0.0,0.0,0.0,archetype
Gage Larvadain,g.larvadain,CLE,WR,17.0,clay_6_10,0.0,WR,,,,,,0.0,0.0,0.0,0.0,0.0,0.4213017971587427,,,0.0,0.0,0.0,measured
Devin Duvernay,d.duvernay,ARI,WR,17.0,clay_6_10,0.0,WR,,,,,,0.0,0.0,0.0,0.0,0.0,0.49052759918856875,,,0.0,0.0,0.0,measured
Braxton Berrios,b.berrios,NYG,WR,17.0,clay_6_10,0.0,WR,,,,,,0.0,0.0,0.0,0.0,0.0,0.49169138793461103,,,0.0,0.0,0.0,archetype
Ke'Shawn Williams,k.williams,CIN,WR,17.0,clay_6_10,0.0,WR,,,,,,0.0,0.0,0.0,0.0,0.0,0.7403901975472545,,,0.0,0.0,0.0,measured
Jacob Cowing,j.cowing,SF,WR,17.0,clay_6_10,0.0,WR,,,,,,0.0,0.0,0.0,0.0,0.0,0.49169138793461103,,,0.0,0.0,0.0,archetype
Barion Brown,b.brown,NO,WR,17.0,clay_6_10,0.0,WR,,,,,,0.0,0.0,0.0,0.0,0.0,0.49169138793461103,,,0.0,0.0,0.0,archetype
Nikko Remigio,n.remigio,KC,WR,17.0,clay_6_10,0.0,WR,,,,,,0.0,0.0,0.0,0.0,0.0,0.49169138793461103,,,0.0,0.0,0.0,archetype
Britain Covey,b.covey,PHI,WR,17.0,clay_6_10,0.0,WR,,,,,,0.0,0.0,0.0,0.0,0.0,0.49169138793461103,,,0.0,0.0,0.0,archetype
LaJohntay Wester,l.wester,BAL,WR,17.0,clay_6_10,0.0,WR,,,,,,0.0,0.0,0.0,0.0,0.0,0.49169138793461103,,,0.0,0.0,0.0,archetype
Myles Price,m.price,MIN,WR,17.0,clay_6_10,0.0,WR,,,,,,0.0,0.0,0.0,0.0,0.0,0.49169138793461103,,,0.0,0.0,0.0,archetype
Charlie Jones,c.jones,CIN,WR,17.0,clay_6_10,0.0,WR,,,,,,0.0,0.0,0.0,0.0,0.0,0.49169138793461103,,,0.0,0.0,0.0,archetype
Josh Williams,j.williams,TB,RB,17.0,clay_6_10,0.0,RB,,,,,,0.0,0.0,0.0,0.0,0.0,0.49169138793461103,,,0.0,0.0,0.0,archetype
