name,team,pos,posrk,ff_pt,g,p_att,comp,p_yds,p_td,int,sk,carry,ru_yds,ru_td,targ,rec,re_yd,re_td,car_pct,targ_pct,dk_season,dk_pg,ud_pg,drop
Charlie Kolar,LAC,TE,75.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,73.0,1.0,0.0,2.0,20.3,1.1941176470588235,0.988,0.21
Payne Durham,TB,TE,74.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,71.0,1.0,0.0,2.0,20.1,1.1823529411764706,0.976,0.21
Cyrus Allen,KC,WR,141.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,80.0,1.0,0.0,2.0,20.0,1.1764705882352942,1.0,0.18
Ben Sims,MIA,TE,68.0,23.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,10.0,98.0,0.0,0.0,3.0,19.8,1.1647058823529413,0.871,0.29
Emanuel Wilson,SEA,RB,93.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,48.0,0.0,2.0,1.0,10.0,0.0,2.0,0.0,6.800000000000001,1.1333333333333335,1.05,0.08
Jahdae Walker,CHI,WR,140.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,72.0,1.0,0.0,2.0,19.2,1.1294117647058823,0.953,0.18
Tahj Brooks,CIN,RB,86.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,129.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,18.9,1.1117647058823528,1.112,-0.0
JuJu Smith-Schuster,NYG,WR,165.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,12.0,0.0,0.0,0.0,2.2,1.1,0.85,0.25
Calvin Austin III,NYG,WR,136.0,21.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,97.0,0.0,0.0,3.0,17.700000000000003,1.0411764705882354,0.806,0.24
Isaiah Bond,CLE,WR,138.0,19.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,0.0,10.0,6.0,74.0,0.0,1.0,2.0,15.7,0.923529411764706,0.747,0.18
Alec Ingold,LAC,RB,87.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,11.0,8.0,58.0,0.0,1.0,2.0,14.7,0.8647058823529412,0.629,0.24
Anthony Gould,IND,WR,139.0,18.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,74.0,0.0,0.0,2.0,14.4,0.8470588235294118,0.641,0.21
Tyrell Shavers,BUF,WR,149.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,52.0,0.0,0.0,1.0,9.2,0.8363636363636363,0.655,0.18
Elic Ayomanor,TEN,WR,143.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,6.0,76.0,0.0,0.0,2.0,13.6,0.8,0.624,0.18
Blake Whiteheart,CLE,TE,76.0,15.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,63.0,0.0,0.0,2.0,13.3,0.7823529411764706,0.576,0.21
Seth McGowan,IND,RB,89.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,52.0,0.0,5.0,4.0,29.0,0.0,3.0,1.0,12.1,0.7117647058823531,0.594,0.12
Kaytron Allen,WAS,RB,88.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,51.0,0.0,5.0,4.0,29.0,0.0,3.0,1.0,12.0,0.7058823529411765,0.588,0.12
Justin Fields,KC,QB,39.0,11.0,17.0,21.0,13.0,140.0,1.0,0.0,3.0,3.0,15.0,0.0,0.0,0.0,0.0,0.0,,,11.1,0.6529411764705884,0.653,-0.0
Joe Milton III,DAL,QB,38.0,11.0,17.0,23.0,15.0,159.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,,,10.96,0.6447058823529412,0.645,-0.0
Greg Dortch,DET,WR,142.0,16.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,24.0,0.0,5.0,4.0,40.0,0.0,1.0,1.0,10.4,0.611764705882353,0.494,0.12
Ben Skowronek,PIT,WR,148.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,51.0,0.0,0.0,2.0,10.1,0.5941176470588236,0.447,0.15
Joe Flacco,CIN,QB,40.0,10.0,17.0,25.0,15.0,164.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,9.66,0.5682352941176471,0.568,0.0
Bo Melton,GB,WR,146.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,26.0,0.0,5.0,3.0,38.0,0.0,1.0,1.0,9.4,0.5529411764705883,0.465,0.09
Mason Tipton,NO,WR,145.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,5.0,3.0,37.0,0.0,1.0,1.0,9.1,0.5352941176470589,0.447,0.09
Isaiah Williams,NYJ,WR,144.0,14.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,5.0,4.0,36.0,0.0,1.0,1.0,8.9,0.5235294117647059,0.406,0.12
Connor Heyward,LV,RB,91.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,0.0,5.0,4.0,29.0,0.0,1.0,1.0,8.700000000000001,0.511764705882353,0.394,0.12
Max Bredeson,MIN,RB,94.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,6.0,5.0,29.0,0.0,1.0,1.0,8.700000000000001,0.511764705882353,0.365,0.15
Adam Prentice,DEN,RB,90.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,0.0,6.0,4.0,30.0,0.0,1.0,1.0,8.7,0.5117647058823529,0.394,0.12
Michael Burton,CLE,RB,92.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,0.0,5.0,4.0,26.0,0.0,1.0,1.0,8.4,0.4941176470588235,0.376,0.12
Luke Farrell,SF,TE,77.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,41.0,0.0,0.0,1.0,8.100000000000001,0.4764705882352942,0.359,0.12
Derius Davis,LAC,WR,147.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,5.0,3.0,38.0,0.0,1.0,1.0,7.9,0.4647058823529412,0.376,0.09
David Moore,CAR,WR,154.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,5.0,3.0,37.0,0.0,1.0,1.0,7.800000000000001,0.4588235294117647,0.371,0.09
Max Klare,LAR,TE,78.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,38.0,0.0,0.0,1.0,7.800000000000001,0.4588235294117647,0.341,0.12
Brevyn Spann-Ford,DAL,TE,79.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,37.0,0.0,0.0,1.0,7.7,0.4529411764705882,0.335,0.12
CJ Dippre,NE,TE,80.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,37.0,0.0,0.0,1.0,7.7,0.4529411764705882,0.335,0.12
Tai Felton,MIN,WR,155.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,37.0,0.0,0.0,1.0,7.7,0.4529411764705882,0.335,0.12
Demarcus Robinson,SF,WR,152.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,45.0,0.0,0.0,1.0,7.5,0.4411764705882353,0.353,0.09
CJ Daniels,LAR,WR,153.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,43.0,0.0,0.0,1.0,7.3,0.4294117647058823,0.341,0.09
Colbie Young,CIN,WR,151.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,43.0,0.0,0.0,1.0,7.3,0.4294117647058823,0.341,0.09
Justin Watson,HOU,WR,156.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,42.0,0.0,0.0,1.0,7.2,0.4235294117647059,0.335,0.09
Jonathan Mingo,DAL,WR,158.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,41.0,0.0,0.0,1.0,7.1000000000000005,0.4176470588235294,0.329,0.09
Reggie Gilliam,NE,RB,97.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,30.0,0.0,0.0,1.0,7.0,0.4117647058823529,0.294,0.12
Reggie Virgil,ARI,WR,159.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,39.0,0.0,0.0,1.0,6.9,0.4058823529411764,0.318,0.09
Riley Nowakowski,PIT,RB,96.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,29.0,0.0,0.0,1.0,6.9,0.4058823529411764,0.288,0.12
Darius Cooper,PHI,WR,157.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,38.0,0.0,0.0,1.0,6.800000000000001,0.4,0.312,0.09
Andrew Beck,NYJ,RB,95.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,28.0,0.0,0.0,1.0,6.800000000000001,0.4,0.282,0.12
Zavion Thomas,CHI,WR,150.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,38.0,0.0,0.0,1.0,6.800000000000001,0.4,0.312,0.09
Patrick Ricard,NYG,RB,98.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,27.0,0.0,0.0,1.0,6.7,0.3941176470588235,0.276,0.12
Kendre Miller,NO,RB,99.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,55.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.5,0.3235294117647059,0.324,-0.0
Jawhar Jordan,HOU,RB,100.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,54.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.4,0.3176470588235294,0.318,-0.0
Kaden Wetjen,PIT,WR,160.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,3.0,2.0,19.0,0.0,1.0,1.0,5.1000000000000005,0.3,0.241,0.06
Malachi Corley,CLE,WR,161.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,44.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.4,0.2588235294117647,0.259,-0.0
Kaleb Johnson,PIT,RB,101.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,36.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.6,0.2117647058823529,0.212,-0.0
Jimmy Horn Jr.,CAR,WR,164.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5,0.1470588235294117,0.147,0.0
Arian Smith,NYJ,WR,163.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.4000000000000004,0.1411764705882353,0.141,0.0
British Brooks,HOU,RB,102.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.8,0.1058823529411764,0.106,-0.0
Kameron Johnson,TB,WR,162.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.2000000000000002,0.0705882352941176,0.071,-0.0
Rasheen Ali,BAL,RB,109.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Saylors,DET,RB,108.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kene Nwangwu,NYJ,RB,103.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dylan Laube,LV,RB,107.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeeJay Dallas,JAX,RB,110.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brashard Smith,KC,RB,105.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isaac Guerendo,SF,RB,104.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bam Knight,ARI,RB,106.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mason Kinsey,TEN,WR,186.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeshaun Jones,MIN,WR,185.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke McCaffrey,WAS,WR,176.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Cameron,JAX,WR,184.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brycen Tremayne,CAR,WR,183.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Bandy,DEN,WR,182.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jalen Brooks,ARI,WR,181.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dareke Young,LV,WR,180.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Skyy Moore,GB,WR,179.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Efton Chism III,NE,WR,178.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gage Larvadain,CLE,WR,177.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Devin Duvernay,ARI,WR,175.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braxton Berrios,NYG,WR,166.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ke'Shawn Williams,CIN,WR,174.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Cowing,SF,WR,173.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Barion Brown,NO,WR,172.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nikko Remigio,KC,WR,171.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Britain Covey,PHI,WR,170.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LaJohntay Wester,BAL,WR,169.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Myles Price,MIN,WR,168.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Jones,CIN,WR,167.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Williams,TB,RB,111.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
