Name,Team,POS,RTE,TGT,REC,YDS,AY,YAC
Rome Odunze,CHI,WR,10,1,1,14,14,
Isaiah Davis,NYJ,RB,5,,,,,
Colby Parkinson,LA,TE,2,,,,,
Josh Oliver,MIN,TE,6,1,1,4,5,-1
Nick Chubb,CLV,RB,2,,,,,
Tyjae Spears,TEN,RB,8,1,1,4,-5,9
D.J. Moore,CHI,WR,10,,,,,
Ameer Abdullah,LV,RB,6,2,2,18,-1,19
Isaiah Hodgins,NYG,WR,1,,,,,
Devin Singletary,NYG,RB,5,,,,,
Foster Moreau,NO,TE,6,2,2,12,9,3
Trey Sermon,IND,RB,1,,,,,
Josh Downs,IND,WR,14,2,1,9,19,4
Khalil Herbert,CIN,RB,1,,,,,
Devaughn Vele,DEN,WR,3,1,1,16,16,
Andrew Ogletree,IND,TE,4,,,,,
Jaylen Warren,PIT,RB,3,,,,,
Kendrick Bourne,NE,WR,4,1,,,8,
Mack Hollins,BUF,WR,2,,,,,
Juwan Johnson,NO,TE,14,2,2,17,16,1
Tanner Conner,MIA,TE,1,,,,,
Quintin Morris,BUF,TE,1,,,,,
Tyler Boyd,TEN,WR,20,1,,,13,
Ja'Tavion Sanders,CAR,TE,5,,,,,
Jauan Jennings,SF,WR,8,3,3,24,22,2
Ashton Dulin,IND,WR,1,,,,,
KaVontae Turpin,DAL,WR,4,1,1,34,31,3
Jamison Crowder,WAS,WR,1,,,,,
Jalen Nailor,MIN,WR,7,1,1,12,10,2
John Metchie,HST,WR,1,,,,,
Jordan Mims,NO,RB,6,,,,,
Jalen Brooks,DAL,WR,2,,,,,
Kevin Austin,NO,WR,2,1,1,13,4,9
J.K. Dobbins,LAC,RB,1,,,,,
Emari Demercado,ARZ,RB,2,,,,,
Travis Etienne,JAX,RB,5,,,,,
Josh Whyle,TEN,TE,4,,,,,
Jordan Whittington,LA,WR,1,1,,,3,
Equanimeous St. Brown,NO,WR,3,,,,,
Samaje Perine,KC,RB,3,,,,,
Ronnie Rivers,LA,RB,5,1,1,14,-3,17
Amari Cooper,BUF,WR,1,,,,,
Darius Slayton,NYG,WR,13,1,,,18,
Jerry Jeudy,CLV,WR,22,3,2,19,15,9
Dare Ogunbowale,HST,RB,3,,,,,
Nico Collins,HST,WR,3,3,2,22,35,11
Jake Ferguson,DAL,TE,11,6,4,51,20,44
Davante Adams,NYJ,WR,21,5,1,5,78,
Marquez Valdes-Scantling,NO,WR,3,,,,,
Adonai Mitchell,IND,WR,4,1,,,3,
Nick Westbrook-Ikhine,TEN,WR,19,4,1,12,47,
Tyler Higbee,LA,TE,2,,,,,
Jake Bobo,SEA,WR,3,,,,,
Saquon Barkley,PHI,RB,1,,,,,
Evan Engram,JAX,TE,6,3,2,15,30,1
Jamari Thrash,CLV,WR,2,,,,,
KhaDarel Hodge,ATL,WR,1,,,,,
Will Dissly,LAC,TE,4,2,2,16,5,11
Miles Sanders,CAR,RB,6,,,,,
Jonathan Mingo,DAL,WR,4,,,,,
Cooper Kupp,LA,WR,5,2,2,44,33,11
Tommy Tremble,CAR,TE,2,,,,,
Ja'Marr Chase,CIN,WR,31,4,2,29,42,6
D'Andre Swift,CHI,RB,5,,,,,
Adam Trautman,DEN,TE,3,1,1,13,3,10
Robbie Chosen,MIA,WR,1,,,,,
Kayshon Boutte,NE,WR,5,2,1,23,34,6
Chris Brooks,GB,RB,1,,,,,
Christian Watson,GB,WR,2,,,,,
Tyler Conklin,NYJ,TE,19,3,1,7,14,11
K.J. Osborn,WAS,WR,1,,,,,
James Conner,ARZ,RB,4,1,1,22,-3,25
Jonathan Taylor,IND,RB,10,2,1,2,2,1
Troy Franklin,DEN,WR,2,,,,,
Javon Baker,NE,WR,1,,,,,
Grant DuBose,MIA,WR,2,,,,,
Tyler Goodson,IND,RB,2,1,1,5,2,3
Jordan Mason,SF,RB,5,,,,,
Tre Tucker,LV,WR,12,1,1,12,10,2
Michael Pittman,IND,WR,12,5,4,38,45,14
Malik Washington,MIA,WR,1,,,,,
Greg Dortch,ARZ,WR,2,,,,,
JaMycal Hasty,NE,RB,1,,,,,
Javonte Williams,DEN,RB,3,,,,,
Courtland Sutton,DEN,WR,5,2,,,32,
DJ Chark,LAC,WR,1,,,,,
Zach Ertz,WAS,TE,4,,,,,
Hunter Henry,NE,TE,7,2,2,8,,8
Davis Allen,LA,TE,2,,,,,
Dalton Kincaid,BUF,TE,2,1,,,24,
John Samuel Shenker,LV,TE,1,,,,,
Jahmyr Gibbs,DET,RB,8,,,,,
Jakobi Meyers,LV,WR,13,4,4,46,31,15
Zay Flowers,BLT,WR,1,,,,,
D.J. Turner,LV,WR,6,1,,,23,
Gabe Davis,JAX,WR,2,,,,,
Odell Beckham,MIA,WR,9,,,,,
River Cracraft,MIA,WR,1,,,,,
Michael Wilson,ARZ,WR,7,,,,,
Xavier Hutchinson,HST,WR,2,1,1,8,6,2
Ezekiel Elliott,DAL,RB,2,,,,,
Stone Smartt,LAC,TE,1,,,,,
T.J. Hockenson,MIN,TE,9,4,3,49,39,21
Tim Patrick,DET,WR,7,,,,,
Brian Thomas,JAX,WR,7,2,1,5,3,7
DeAndre Hopkins,KC,WR,2,1,,,11,
Josh Reynolds,JAX,WR,3,,,,,
Noah Gray,KC,TE,2,1,1,15,3,12
Tyrone Tracy,NYG,RB,7,1,1,1,-2,3
Michael Mayer,LV,TE,3,,,,,
Marvin Harrison,ARZ,WR,7,1,,,11,
Mo Alie-Cox,IND,TE,2,1,1,18,23,
Bryce Oliver,TEN,WR,2,,,,,
Austin Hooper,NE,TE,3,2,2,10,6,4
Justin Watson,KC,WR,4,,,,,
Ty Chandler,MIN,RB,2,,,,,
Jaylen Wright,MIA,RB,1,,,,,
Lil'Jordan Humphrey,DEN,WR,3,1,,,21,
Keon Coleman,BUF,WR,2,,,,,
Tyler Lockett,SEA,WR,13,2,1,2,31,
Jordan Addison,MIN,WR,13,1,1,21,20,1
De'Von Achane,MIA,RB,10,2,2,11,7,4
Mike Evans,TB,WR,4,,,,,
Kenneth Walker,SEA,RB,2,,,,,
John FitzPatrick,GB,TE,2,,,,,
Mike Woods,CLV,WR,13,2,,,38,
Xavier Gipson,NYJ,WR,3,,,,,
Nate Adkins,DEN,TE,2,,,,,
Cedrick Wilson,NO,WR,7,1,1,25,13,12
Shane Zylstra,DET,TE,1,,,,,
Mecole Hardman,KC,WR,2,,,,,
Malik Heath,GB,WR,1,,,,,
Chris Conley,SF,WR,4,,,,,
James Proche,CLV,WR,1,,,,,
Joe Mixon,HST,RB,1,1,1,4,2,2
Puka Nacua,LA,WR,3,1,1,21,20,1
Luke Musgrave,GB,TE,1,,,,,
Christian Kirk,JAX,WR,2,,,,,
Aaron Jones,MIN,RB,9,3,3,34,9,25
Jalen McMillan,TB,WR,4,,,,,
DeVonta Smith,PHI,WR,1,,,,,
D'Ernest Johnson,JAX,RB,1,,,,,
Theo Johnson,NYG,TE,7,2,2,30,22,8
Trenton Irwin,CIN,WR,4,1,,,2,
Eric Gray,NYG,RB,1,,,,,
Jameson Williams,DET,WR,8,1,1,24,5,19
Alvin Kamara,NO,RB,7,2,1,-3,1,
Eric Saubert,SF,TE,2,,,,,
Ray-Ray McCloud,ATL,WR,19,4,2,23,38,5
Alexander Mattison,LV,RB,6,1,1,5,-3,8
Cade Otton,TB,TE,6,,,,,
Tank Dell,HST,WR,4,,,,,
Demario Douglas,NE,WR,5,1,,,8,
Malik Nabers,NYG,WR,13,4,3,56,31,31
Taysom Hill,NO,TE,3,1,1,14,6,8
Pierre Strong,CLV,RB,3,,,,,
Julian Hill,MIA,TE,5,,,,,
Rakim Jarrett,TB,WR,3,,,,,
Trent Sherfield,MIN,WR,1,1,1,11,6,5
Breece Hall,NYJ,RB,20,1,1,5,,5
MyCole Pruitt,PIT,TE,1,,,,,
DK Metcalf,SEA,WR,10,4,1,31,88,
Parker Washington,JAX,WR,6,,,,,
Mark Andrews,BLT,TE,1,,,,,
