teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingAttemptsInEndzoneTotal,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingTouchdownsTotal,opponentStatsPassingInterceptionsTotal,opponentStatsPassingSackedAvoidedTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingDeepThrowAttemptsTotal,opponentStatsPassingDeepThrowAttemptsPercentage,opponentStatsPassingTowThrowPercentage,opponentStatsPassingTargetedReadFirstPercentage,opponentStatsPassingTargetedReadCheckdownPercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing,opponentStatsPassingHeroThrowPercentage,opponentStatsPassingRunPassOptionPercentage
2,Atlanta,Falcons,True,LA,NFC,NFC West,Open,Open,Cover 2,15,25,25,1,1,18,0.72,0.96,0.21022905051999996,1,0.24,210,8.4,0.12857142857142856,8.2,198,2,1,1,No,No,6,0.24,-0.09343000000000004,No,1,0.04,0.04,0.84,0.04,2.508,2.3166666666666664,7.92,107.1,Yes,Yes,9,,
32,Washington,Commanders,,PHI,NFC,NFC East,Open,Open,Cover 6,16,20,20,1,,14,0.7,0.95,0.2470472158499999,10,0.25,198,9.9,0.09595959595959595,9.9,190,,,3,Yes,Yes,10,0.5,0.049787499999999964,No,2,0.1,,0.6,0.1,3.185,2.27,9.5,101.7,Yes,Yes,11,,
26,Philadelphia,Eagles,True,WAS,NFC,NFC East,Open,Open,Cover 6,14,19,19,1,1,8,0.42105263157894735,0.7777777777777778,0.004651889166666701,20,0.3157894736842105,93,4.894736842105263,0.21505376344086022,0.15789473684210525,107,,2,1,Yes,Yes,9,0.47368421052631576,0.1280157894736842,No,2,0.10526315789473684,0.05263157894736842,0.631578947368421,0.10526315789473684,2.5789473684210527,2.477777777777778,6.473684210526316,18,Yes,Yes,6,,
8,Cleveland,Browns,,CIN,AFC,AFC North,Closed,Open,Cover 2,13,18,18,1,,13,0.7222222222222222,0.9444444444444444,0.2162103393888889,13,0.2222222222222222,163,9.055555555555555,0.25153374233128833,9.055555555555555,151,,,1,Yes,No,5,0.2777777777777778,-0.13189722222222222,No,,,,0.6111111111111112,0.05555555555555555,2.95,2.56,8.38888888888889,100,No,Yes,10,,
7,Cincinnati,Bengals,True,CLV,AFC,AFC North,Closed,Open,Cover 2,16,10,10,1,,8,0.8,1,0.2667375258,47,0.2,76,7.6,0.3157894736842105,7.6,99,,,,Yes,No,5,0.5,0.09722499999999998,No,2,0.2,,0.5,0.1,2.91,2.46,9.9,98.3,No,Yes,2,0.1,
27,Pittsburgh,Steelers,,DET,NFC,NFC North,Open,Closed,Cover 1,14,15,15,1,2,13,0.8666666666666667,0.8666666666666667,0.11032849333333339,,,114,7.6,0.32456140350877194,10.266666666666667,98,2,,,No,No,2,0.13333333333333333,-0.17801666666666668,No,1,0.06666666666666667,,0.8,0.06666666666666667,2.3800000000000003,3.05,6.533333333333333,137.9,No,Yes,3,,0.2
16,Kansas City,Chiefs,,LV,AFC,AFC West,Closed,Closed,Cover 3,15,19,19,1,,17,0.8947368421052632,1,0.23233139231578948,7,0.10526315789473684,146,7.684210526315789,0.2191780821917808,7.684210526315789,121,,,1,No,No,7,0.3684210526315789,0.03273947368421051,No,1,0.05263157894736842,,0.7894736842105263,0.10526315789473684,2.5210526315789474,2.685714285714286,6.368421052631579,98.7,No,Yes,6,,0.15789473684210525
29,San Francisco,49ers,True,SEA,NFC,NFC West,Open,Open,Cover 4,16,16,16,1,,15,0.9375,1,0.23063046618750005,19,0.0625,155,9.6875,0.44516129032258067,12.1875,105,2,,,No,No,3,0.1875,-0.13808125,No,,,,0.625,0.0625,2.4625,2.6666666666666665,6.5625,146.6,No,Yes,10,,0.0625
6,Chicago,Bears,True,DET,NFC,NFC North,Open,Open,Goal Line,15,19,19,1,,13,0.6842105263157895,0.9473684210526315,0.14962620126315784,12,0.2631578947368421,97,5.105263157894737,0.25773195876288657,5.105263157894737,86,,,,Yes,No,6,0.3157894736842105,-0.03441842105263158,No,,,,0.631578947368421,0.10526315789473684,2.6052631578947367,2.3333333333333335,4.526315789473684,80.4,No,Yes,5,,
24,New York,Giants,True,DAL,NFC,NFC East,Open,Open,Red Zone,13,8,8,1,,7,0.875,1,0.204391514,1,0.125,67,8.375,0.44776119402985076,8.375,38,,,,No,No,2,0.25,-0.1812375,No,1,0.125,,0.25,0.5,3.0749999999999997,3.25,4.75,101.6,No,Yes,3,,
