Name,Team,POS,RTE,TGT,REC,YDS,AY,YAC
Brenden Bates,CLV,TE,3,1,1,19,18,1
Rome Odunze,CHI,WR,12,6,1,27,120,5
Jacory Croskey-Merritt,WAS,RB,1,,,,,
Isaiah Davis,NYJ,RB,3,,,,,
Colby Parkinson,LA,TE,15,1,1,23,21,2
Isaiah Bond,CLV,WR,6,,,,,
Josh Oliver,MIN,TE,5,1,1,32,15,17
Nick Chubb,HST,RB,2,,,,,
Michael Carter,ARZ,RB,4,,,,,
Tyjae Spears,TEN,RB,7,,,,,
DJ Moore,CHI,WR,18,3,2,52,79,11
Keaton Mitchell,BLT,RB,1,,,,,
Bucky Irving,TB,RB,5,,,,,
Zamir White,LV,RB,1,,,,,
Ameer Abdullah,IND,RB,1,,,,,
David Sills,ATL,WR,15,3,1,20,70,3
Trayveon Williams,CLV,RB,1,,,,,
Devin Singletary,NYG,RB,3,,,,,
Gage Larvadain,CLV,WR,4,,,,,
Isaiah Hodgins,NYG,WR,8,,,,,
Tyler Allgeier,ATL,RB,2,,,,,
Josh Downs,IND,WR,10,3,1,34,96,1
Tetairoa McMillan,CAR,WR,9,2,2,45,38,7
Devaughn Vele,NO,WR,2,2,1,15,43,
Khalil Herbert,NYJ,RB,1,,,,,
Quinshon Judkins,CLV,RB,5,,,,,
Andrew Ogletree,IND,TE,3,,,,,
Jaylen Warren,PIT,RB,4,,,,,
Kendrick Bourne,SF,WR,13,4,3,56,80,2
Jack Bech,LV,WR,4,,,,,
Dareke Young,SEA,WR,1,1,1,36,35,1
Juwan Johnson,NO,TE,9,1,,,14,
David Montgomery,DET,RB,1,,,,,
Mack Hollins,NE,WR,7,3,2,29,52,5
Tanner Conner,MIA,TE,1,,,,,
Quintin Morris,JAX,TE,1,,,,,
Ja'Tavion Sanders,CAR,TE,3,,,,,
Jahdae Walker,CHI,WR,2,2,1,19,42,
Jauan Jennings,SF,WR,11,4,2,50,90,4
Teagan Quitoriano,ATL,TE,1,,,,,
Ashton Dulin,IND,WR,3,1,,,40,
KaVontae Turpin,DAL,WR,3,1,,,20,
John Metchie,NYJ,WR,5,1,,,15,
Jalen Nailor,MIN,WR,15,2,2,30,43,
Marquise Brown,KC,WR,11,3,1,40,90,7
Kenneth Gainwell,PIT,RB,7,,,,,
Bhayshul Tuten,JAX,RB,5,,,,,
Casey Washington,ATL,WR,8,3,3,63,50,13
Kevin Austin,NO,WR,2,,,,,
Tyler Badie,DEN,RB,2,,,,,
Jalen Brooks,ARZ,WR,3,1,1,19,18,1
J.K. Dobbins,DEN,RB,2,,,,,
Emari Demercado,ARZ,RB,2,,,,,
Efton Chism,NE,WR,2,2,2,45,32,16
Jordan Whittington,LA,WR,8,1,,,35,
Josh Whyle,GB,TE,1,,,,,
Travis Etienne,JAX,RB,9,,,,,
Bam Knight,ARZ,RB,2,,,,,
Elijah Arroyo,SEA,TE,2,,,,,
Darius Slayton,NYG,WR,10,4,2,59,101,11
Dare Ogunbowale,HST,RB,2,,,,,
Nico Collins,HST,WR,14,8,1,24,196,1
Jake Ferguson,DAL,TE,4,2,,,27,
Jerry Jeudy,CLV,WR,15,5,1,22,106,
Davante Adams,LA,WR,20,8,2,46,144,10
Pat Bryant,DEN,WR,7,1,1,48,28,20
Marquez Valdes-Scantling,PIT,WR,6,1,,,17,
Connor Heyward,PIT,TE,2,1,,,17,
Dylan Sampson,CLV,RB,3,,,,,
