Name,Team,POS,RTE,TGT,REC,YDS,AY,YAC
Tyjae Spears,TEN,RB,7,,,,,
Josh Oliver,MIN,TE,4,,,,,
Nick Chubb,HST,RB,9,,,,,
Michael Carter,ARZ,RB,8,,,,,
Bucky Irving,TB,RB,7,,,,,
Keaton Mitchell,BLT,RB,6,,,,,
DJ Moore,CHI,WR,19,5,3,33,38,4
Jacory Croskey-Merritt,WAS,RB,4,,,,,
Rome Odunze,CHI,WR,16,5,5,44,37,27
Brenden Bates,CLV,TE,1,,,,,
Isaiah Bond,CLV,WR,13,3,1,2,14,
Isaiah Davis,NYJ,RB,7,,,,,
Colby Parkinson,LA,TE,13,4,3,27,21,13
Foster Moreau,NO,TE,3,,,,,
Tyler Allgeier,ATL,RB,10,,,,,
KeAndre Lambert-Smith,LAC,WR,6,2,2,24,13,11
Quinshon Judkins,CLV,RB,6,,,,,
Devaughn Vele,NO,WR,16,9,7,68,66,21
Josh Downs,IND,WR,22,7,4,38,37,13
Tetairoa McMillan,CAR,WR,34,13,9,100,84,38
David Sills,ATL,WR,28,2,2,26,13,13
Zamir White,LV,RB,1,,,,,
Ameer Abdullah,IND,RB,5,,,,,
Isaiah Hodgins,NYG,WR,12,2,1,8,16,2
Devin Singletary,NYG,RB,4,,,,,
Gage Larvadain,CLV,WR,9,2,1,13,11,5
Trayveon Williams,CLV,RB,1,,,,,
Ja'Tavion Sanders,CAR,TE,17,5,4,36,35,11
Jahdae Walker,CHI,WR,4,,,,,
Tahj Washington,MIA,WR,3,1,1,7,4,3
Tanner Conner,MIA,TE,8,2,2,22,17,5
Quintin Morris,JAX,TE,2,,,,,
Jauan Jennings,SF,WR,28,15,11,112,97,32
Hassan Haskins,LAC,RB,3,,,,,
Jack Bech,LV,WR,12,4,3,23,19,8
Andrew Ogletree,IND,TE,2,1,1,8,7,1
Jaylen Warren,PIT,RB,5,,,,,
Mack Hollins,NE,WR,16,1,1,5,5,
Kendrick Bourne,SF,WR,35,10,8,91,71,36
Juwan Johnson,NO,TE,40,10,7,73,85,19
David Montgomery,DET,RB,9,,,,,
Bhayshul Tuten,JAX,RB,2,,,,,
Casey Washington,ATL,WR,10,,,,,
Kenneth Gainwell,PIT,RB,26,4,4,30,18,12
Tyler Badie,DEN,RB,4,,,,,
Jalen Brooks,ARZ,WR,4,,,,,
Kevin Austin,NO,WR,9,4,2,22,5,12
KaVontae Turpin,DAL,WR,21,2,2,6,6,
Marquise Brown,KC,WR,30,11,8,70,70,18
John Metchie,NYJ,WR,6,2,1,4,8,
Jalen Nailor,MIN,WR,18,1,1,6,5,1
Elijah Arroyo,SEA,TE,12,2,1,6,13,2
Darius Slayton,NYG,WR,19,8,6,66,55,22
Jake Ferguson,DAL,TE,50,4,3,27,28,9
Davante Adams,LA,WR,35,12,6,25,74,3
Dare Ogunbowale,HST,RB,3,,,,,
Jerry Jeudy,CLV,WR,31,6,5,57,47,16
Nico Collins,HST,WR,31,17,14,146,112,60
J.K. Dobbins,DEN,RB,2,,,,,
Emari Demercado,ARZ,RB,8,,,,,
Efton Chism,NE,WR,2,1,1,30,6,24
Bam Knight,ARZ,RB,7,,,,,
Jaret Patterson,LAC,RB,6,,,,,
Samaje Perine,CIN,RB,15,,,,,
Travis Etienne,JAX,RB,8,,,,,
Josh Whyle,GB,TE,1,,,,,
Jordan Whittington,LA,WR,18,3,2,28,29,11
Jamari Thrash,CLV,WR,8,,,,,
Matthew Golden,GB,WR,8,,,,,
Saquon Barkley,PHI,RB,22,,,,,
Evan Engram,DEN,TE,12,1,1,41,4,37
Rasheen Ali,BLT,RB,6,,,,,
Keleki Latu,BUF,TE,2,,,,,
Miles Sanders,DAL,RB,3,,,,,
KhaDarel Hodge,ATL,WR,3,1,,,6,
Will Dissly,LAC,TE,3,2,2,13,8,5
Pat Bryant,DEN,WR,14,8,5,55,40,37
Marquez Valdes-Scantling,PIT,WR,18,3,2,16,19,1
Brevyn Spann-Ford,DAL,TE,2,1,,,7,
Tyler Higbee,LA,TE,17,3,1,9,19,4
Jake Bobo,SEA,WR,2,1,1,17,12,5
Adonai Mitchell,NYJ,WR,7,4,2,17,27,2
Dylan Sampson,CLV,RB,5,3,3,33,11,22
Jawhar Jordan,HST,RB,2,,,,,
Nick Westbrook-Ikhine,MIA,WR,14,1,,,4,
Robbie Chosen,WAS,WR,1,1,1,5,3,2
Ben Sims,MIN,TE,1,1,,,8,
Hunter Long,JAX,TE,4,1,,,2,
Sal Cannella,CLV,TE,1,,,,,
Kayshon Boutte,NE,WR,20,2,1,9,16,1
Tommy Tremble,CAR,TE,16,3,3,69,14,55
Jonathan Mingo,DAL,WR,4,,,,,
Cooper Kupp,SEA,WR,29,6,5,78,44,42
D'Andre Swift,CHI,RB,15,,,,,
Adam Trautman,DEN,TE,5,,,,,
Trevor Etienne,CAR,RB,3,,,,,
Ja'Marr Chase,CIN,WR,47,21,17,163,127,69
Tyler Conklin,LAC,TE,4,1,1,12,5,7
Anthony Firkser,DET,TE,8,,,,,
Justice Hill,BLT,RB,2,,,,,
Kyle Williams,NE,WR,6,2,1,9,11,3
James Conner,ARZ,RB,1,,,,,
Chris Brooks,GB,RB,4,,,,,
Shedrick Jackson,LV,WR,1,,,,,
Christian Watson,GB,WR,6,2,2,60,15,45
Tom Kennedy,DET,WR,2,,,,,
Courtland Sutton,DEN,WR,21,11,7,64,67,26
Javonte Williams,DAL,RB,29,,,,,
Greg Dortch,ARZ,WR,7,3,2,45,13,38
Zach Ertz,WAS,TE,26,8,4,36,37,13
Darnell Washington,PIT,TE,9,4,1,13,25,6
Audric Estime,NO,RB,6,,,,,
Davis Allen,LA,TE,11,1,1,8,5,3
Charlie Kolar,BLT,TE,4,2,2,35,22,13
Tip Reiman,ARZ,TE,1,,,,,
Tyrell Shavers,BUF,WR,7,,,,,
Jonathan Taylor,IND,RB,15,,,,,
Malik Washington,MIA,WR,26,4,4,29,16,20
Troy Franklin,DEN,WR,16,2,2,23,15,8
Michael Pittman,IND,WR,28,11,8,87,85,24
Laquon Treadwell,IND,WR,1,,,,,
Jordan Mason,MIN,RB,5,,,,,
Tre Tucker,LV,WR,22,,,,,
T.J. Hockenson,MIN,TE,15,7,5,59,39,32
Stone Smartt,NYJ,TE,2,,,,,
Xavier Hutchinson,HST,WR,30,8,7,82,44,41
Brian Thomas,JAX,WR,23,4,2,14,32,4
DeAndre Hopkins,BLT,WR,14,2,1,11,17,2
Josh Reynolds,NYJ,WR,5,2,1,8,14,
Noah Gray,KC,TE,14,4,1,10,20,6
Chimere Dike,TEN,WR,13,4,1,14,32,7
Tim Patrick,JAX,WR,7,2,1,1,16,
Zavier Scott,MIN,RB,2,,,,,
