Name,Team,POS,RTE,TGT,REC,YDS,AY,YAC
Rome Odunze,CHI,WR,16,5,1,27,158,6
Jacory Croskey-Merritt,WAS,RB,2,,,,,
Isaiah Davis,NYJ,RB,3,,,,,
Colby Parkinson,LA,TE,9,1,1,5,11,
Isaiah Bond,CLV,WR,4,1,,,40,
Josh Oliver,MIN,TE,2,,,,,
Nick Chubb,HST,RB,5,,,,,
Michael Carter,ARZ,RB,4,,,,,
Tyjae Spears,TEN,RB,9,,,,,
DJ Moore,CHI,WR,28,12,5,131,303,4
Bucky Irving,TB,RB,10,,,,,
Ameer Abdullah,IND,RB,1,,,,,
David Sills,ATL,WR,10,5,1,9,86,
Devin Singletary,NYG,RB,6,,,,,
Isaiah Hodgins,NYG,WR,10,,,,,
Tyler Allgeier,ATL,RB,2,,,,,
KeAndre Lambert-Smith,LAC,WR,1,1,1,16,25,
Foster Moreau,NO,TE,3,,,,,
Josh Downs,IND,WR,15,3,2,37,60,4
Tetairoa McMillan,CAR,WR,9,2,1,41,52,5
Devaughn Vele,NO,WR,5,3,2,25,46,4
Quinshon Judkins,CLV,RB,1,,,,,
Andrew Ogletree,IND,TE,2,1,1,4,13,
Jaylen Warren,PIT,RB,7,,,,,
Kendrick Bourne,SF,WR,11,3,2,75,56,44
Jack Bech,LV,WR,2,,,,,
Hassan Haskins,LAC,RB,2,,,,,
Dareke Young,SEA,WR,1,,,,,
Juwan Johnson,NO,TE,12,2,2,38,23,15
David Montgomery,DET,RB,3,,,,,
Mack Hollins,NE,WR,7,2,,,25,
Tanner Conner,MIA,TE,3,,,,,
Quintin Morris,JAX,TE,4,,,,,
Tahj Washington,MIA,WR,3,1,,,43,
Ja'Tavion Sanders,CAR,TE,3,,,,,
Jahdae Walker,CHI,WR,2,1,1,25,25,
Jauan Jennings,SF,WR,19,6,4,69,111,27
Teagan Quitoriano,ATL,TE,1,,,,,
Ashton Dulin,IND,WR,1,,,,,
KaVontae Turpin,DAL,WR,12,3,2,123,98,41
John Metchie,NYJ,WR,3,1,,,13,
Jalen Nailor,MIN,WR,10,2,2,35,28,7
Marquise Brown,KC,WR,12,7,3,135,249,20
Kenneth Gainwell,PIT,RB,9,,,,,
Bhayshul Tuten,JAX,RB,2,,,,,
Casey Washington,ATL,WR,1,1,,,26,
Kevin Austin,NO,WR,8,1,1,15,12,3
Tyler Badie,DEN,RB,3,,,,,
Jalen Brooks,ARZ,WR,2,,,,,
J.K. Dobbins,DEN,RB,4,,,,,
Emari Demercado,ARZ,RB,3,,,,,
Efton Chism,NE,WR,1,,,,,
Jordan Whittington,LA,WR,2,,,,,
Josh Whyle,GB,TE,2,,,,,
Travis Etienne,JAX,RB,8,,,,,
Samaje Perine,CIN,RB,5,,,,,
Bam Knight,ARZ,RB,3,,,,,
Elijah Arroyo,SEA,TE,7,1,,,11,
Darius Slayton,NYG,WR,16,4,1,24,102,10
Nico Collins,HST,WR,16,11,8,261,220,107
Jake Ferguson,DAL,TE,15,7,5,82,98,16
Jerry Jeudy,CLV,WR,6,2,1,60,33,41
Davante Adams,LA,WR,9,4,2,25,84,2
Pat Bryant,DEN,WR,7,2,,,54,
Marquez Valdes-Scantling,PIT,WR,9,2,,,45,
Jawhar Jordan,HST,RB,1,,,,,
Adonai Mitchell,NYJ,WR,4,2,,,51,
Nick Westbrook-Ikhine,MIA,WR,6,,,,,
Jake Bobo,SEA,WR,2,,,,,
Brevyn Spann-Ford,DAL,TE,3,2,2,54,34,20
Tyler Higbee,LA,TE,5,2,2,37,36,1
Saquon Barkley,PHI,RB,5,,,,,
Evan Engram,DEN,TE,8,3,1,16,77,3
Keleki Latu,BUF,TE,2,,,,,
Matthew Golden,GB,WR,13,4,1,31,134,2
Will Dissly,LAC,TE,2,,,,,
Miles Sanders,DAL,RB,1,,,,,
Rasheen Ali,BLT,RB,1,,,,,
KhaDarel Hodge,ATL,WR,1,,,,,
Jonathan Mingo,DAL,WR,2,,,,,
Cooper Kupp,SEA,WR,17,5,2,35,87,1
Tommy Tremble,CAR,TE,4,1,,,15,
Ja'Marr Chase,CIN,WR,12,2,2,58,51,7
Adam Trautman,DEN,TE,5,,,,,
D'Andre Swift,CHI,RB,11,,,,,
Robbie Chosen,WAS,WR,1,,,,,
Kayshon Boutte,NE,WR,9,2,1,39,88,
Hunter Long,JAX,TE,1,,,,,
Sal Cannella,CLV,TE,1,1,,,38,
Chris Brooks,GB,RB,4,,,,,
Christian Watson,GB,WR,12,9,6,178,297,27
Tom Kennedy,DET,WR,1,,,,,
Justice Hill,BLT,RB,2,,,,,
Anthony Firkser,DET,TE,6,1,1,14,13,1
Shedrick Jackson,LV,WR,2,1,1,25,27,
Kyle Williams,NE,WR,8,1,,,41,
Jonathan Taylor,IND,RB,18,,,,,
Troy Franklin,DEN,WR,14,6,3,96,190,7
Tyler Goodson,IND,RB,1,,,,,
Jordan Mason,MIN,RB,2,,,,,
Tre Tucker,LV,WR,14,5,1,17,120,
Michael Pittman,IND,WR,22,9,6,87,133,18
Malik Washington,MIA,WR,16,1,1,7,7,
Greg Dortch,ARZ,WR,9,,,,,
Tyrell Shavers,BUF,WR,2,,,,,
Javonte Williams,DAL,RB,9,,,,,
Courtland Sutton,DEN,WR,15,4,1,52,85,19
Audric Estime,NO,RB,5,,,,,
Charlie Kolar,BLT,TE,4,1,1,20,14,6
Zach Ertz,WAS,TE,12,3,3,51,55,5
Darnell Washington,PIT,TE,5,2,2,41,29,12
Dalton Kincaid,BUF,TE,4,3,2,37,58,1
Jakobi Meyers,JAX,WR,16,5,3,57,63,18
Hunter Henry,NE,TE,9,2,1,24,36,1
Davis Allen,LA,TE,8,,,,,
Jahmyr Gibbs,DET,RB,16,,,,,
Zavier Scott,MIN,RB,1,,,,,
Tay Martin,WAS,WR,2,,,,,
Gabe Davis,BUF,WR,2,1,,,16,
Ian Thomas,LV,TE,2,,,,,
Zay Flowers,BLT,WR,9,3,1,16,80,1
Michael Wilson,ARZ,WR,13,6,1,50,128,32
Xavier Hutchinson,HST,WR,15,2,2,55,28,27
T.J. Hockenson,MIN,TE,11,1,,,15,
Stone Smartt,NYJ,TE,1,,,,,
Tim Patrick,JAX,WR,4,,,,,
Josh Reynolds,NYJ,WR,3,2,1,12,55,
Noah Gray,KC,TE,5,,,,,
Brian Thomas,JAX,WR,14,4,2,64,66,32
Chimere Dike,TEN,WR,12,3,1,38,73,3
DeAndre Hopkins,BLT,WR,2,,,,,
Tyrone Tracy,NYG,RB,10,1,1,13,18,
Michael Mayer,LV,TE,3,,,,,
Marvin Harrison,ARZ,WR,11,6,1,32,139,7
Mo Alie-Cox,IND,TE,5,,,,,
Ollie Gordon,MIA,RB,8,,,,,
Austin Hooper,NE,TE,3,1,1,20,15,5
Rashee Rice,KC,WR,4,,,,,
Ty Chandler,MIN,RB,1,,,,,
Britain Covey,PHI,WR,2,,,,,
Jaylen Wright,MIA,RB,5,,,,,
Keon Coleman,BUF,WR,6,2,1,25,48,13
Lil'Jordan Humphrey,DEN,WR,3,1,,,15,
Jordan Addison,MIN,WR,10,3,,,91,
Tyler Lockett,LV,WR,10,3,1,33,38,7
De'Von Achane,MIA,RB,12,,,,,
Mike Evans,TB,WR,7,,,,,
Xavier Smith,LA,WR,6,1,,,43,
Kenneth Walker,SEA,RB,7,,,,,
Brashard Smith,KC,RB,2,,,,,
John FitzPatrick,GB,TE,7,,,,,
Tank Bigsby,PHI,RB,2,,,,,
Cedrick Wilson,MIA,WR,3,1,,,27,
Luke Schoonmaker,DAL,TE,3,1,,,23,
Nate Adkins,DEN,TE,2,,,,,
Tre Harris,LAC,WR,3,,,,,
Russell Gage,SF,WR,1,,,,,
Darius Cooper,PHI,WR,3,1,1,17,14,3
Mecole Hardman,BUF,WR,1,1,,,46,
Shane Zylstra,DET,TE,2,,,,,
Jalen Royals,KC,WR,2,1,,,21,
Malik Heath,GB,WR,4,,,,,
Jayden Higgins,HST,WR,14,5,4,112,131,35
Skyy Moore,SF,WR,2,,,,,
Woody Marks,HST,RB,9,,,,,
James Proche,TEN,WR,3,1,,,40,
Puka Nacua,LA,WR,13,6,6,188,110,78
Aaron Jones,MIN,RB,3,,,,,
Luke Farrell,SF,TE,5,,,,,
Nyheim Hines,NO,RB,1,,,,,
Luke Musgrave,GB,TE,8,,,,,
Christian Kirk,HST,WR,9,,,,,
Mitchell Evans,CAR,TE,2,,,,,
Jalen McMillan,TB,WR,3,2,1,19,59,2
Theo Johnson,NYG,TE,16,4,2,81,101,8
Jahan Dotson,PHI,WR,11,5,1,51,146,10
DeVonta Smith,PHI,WR,12,3,2,62,67,15
