"Player Details","","","","","","","","","","","","","","","Splits","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Receiving","","","","","","","","","","","","","","","","","","","","","","","Advanced","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FPTS","","","","","",""
"ID","Rank","Name","Team","POS","G","Season","Season Type","WEEK","First Name","Last Name","Location","Team Name","Team","Opponent","-","-","WEEK","Home/Away","-","Conference","Division","Team","-","DOWN","QTR","-","PERSONNEL","-","BLITZED","PAP","Pressured","?","PASS RESULT","THROW TYPE","-","SEPARATION","CATCHABLE","CONTESTED","ROUTE","Alignment (Position)","Alignment (Side)","-","SCHEME","POST MoF","PRE MoF","RTE","RTE %","aDOT","AY","AY Share","TGT","TGT/G","TGT %","TPRR","REC","CR %","YDS","RecYDS/G","TM YDS %","YPRR","YPT","YPR","YAC","YAC/REC","YACO","YACO/REC","TD","TM TD %","i20 TGT","EZTGT","EZTD","DP TGT","1READ","1READ %","MTF","MTF/REC","1D","1D/RR","DRP","DRP %","CTGT","CTGT %","DESIGN","DESIGN %","CT","CC","CC %","HERO","RATE","THREAT","YPTOE","WIDE RTE %","SLOT RTE %","INLINE RTE %","BACK RTE %","RTE","RYOE","FP/RR","FP/G","FP","XFP","XFP/G","XFP/RR","RecXFP"
"A857DC2FC221","1","Zay Flowers","BLT","WR","17","2025","1","18","Zay","Flowers","Baltimore","Ravens","BLT","KC, HST, LA, NYJ, MIN, CIN, PIT, CHI, DET, NE, BUF, CLV, MIA, GB","2025","2025","2025321","Away","2025","AFC","AFC North","PIT","2025","3","4","2025","21","2025","No","Yes","No","Straight Drop","Catch","Horizontal","2025","Wide Open","Yes","No","Mid/Deep Cross","Slot","Right","2025","Cover 0","Two-High (Open)","Two-High (Open)","59","0.9365079365079365","14.15","283","0.5145454545454545","20","1.1764705882352942","0.39215686274509803","0.3389830508474576","16","0.8","322","18.941176470588236","0.544839255499154","5.4576271186440675","16.1","20.125","101","6.3125","7","0.4375","2","0.5","1","","","3","19","0.475","1","0.0625","12","0.2033898305084746","3","0.15","20","1","3","0.15","1","1","1","","131.3","0.4166666666666667","6.1768020466","0.847457627118644","0.15254237288135594","","","59","0","1.071186440677966","3.7176470588235295","63.2","33.719493718","1.9834996304705883","0.5715168426779661","33.719493718"
"AE5656365044","2","Christian McCaffrey","SF","RB","17","2025","1","18","Christian","McCaffrey","San Francisco","49ers","SF","JAX, CAR, HST, TEN, IND, ATL, CHI, NYG, NO, CLV, TB, ARZ, LA, SEA","2025","2025","2025307","Home","2025","NFC","NFC West","SEA","2025","4","4","2025","21","2025","No","No","No","","","","2025","","No","No","","","","2025","","","","139","0.7164948453608248","0.5476190476190477","23","0.023","42","2.4705882352941178","0.2346368715083799","0.302158273381295","39","0.9285714285714286","312","18.352941176470587","0.208","2.2446043165467624","7.428571428571429","8","303","7.769230769230769","103","2.641025641025641","2","0.25","5","","","","22","0.19130434782608696","8","0.20512820512820512","18","0.12949640287769784","1","0.023809523809523808","40","0.9523809523809523","12","0.2857142857142857","1","1","1","","103.6","0.29577464788732394","1.1527138396666667","0.050359712230215826","0.2158273381294964","0.014388489208633094","0.7194244604316546","139","0","1.1964028776978417","9.782352941176471","166.3","152.678738639","8.981102272882353","0.45513784341726615","63.264160235"
"721093239C3A","3","George Kittle","SF","TE","11","2025","1","18","George","Kittle","San Francisco","49ers","SF","ATL, CLV, SEA, CAR, ARZ, LA, HST, TEN, IND, NYG","2025","2025","2025307","Home","2025","NFC","NFC West","SEA","2025","4","4","2025","21","2025","No","No","No","","","","2025","","No","No","","","","2025","","","","89","0.712","5.111111111111111","138","0.2262295081967213","27","2.4545454545454546","0.23478260869565218","0.30337078651685395","27","1","284","25.818181818181817","0.3076923076923077","3.191011235955056","10.518518518518519","10.518518518518519","146","5.407407407407407","57","2.111111111111111","1","0.2","2","","","2","20","0.2702702702702703","1","0.037037037037037035","16","0.1797752808988764","","","27","1","6","0.2222222222222222","4","4","1","","122.8","0.30337078651685395","3.4047037222592595","0.056179775280898875","0.19101123595505617","0.7528089887640449","","89","0","0.7202247191011235","5.827272727272727","64.1","44.663737356","4.0603397596363635","0.49469867191011235","44.0281818"
"5DF4C70F57E6","4","Jaylen Waddle","MIA","WR","16","2025","1","17","Jaylen","Waddle","Miami","Dolphins","MIA","ATL, NO, NE, PIT, CIN, TB, NYJ, BLT, WAS, LAC, IND, CAR, BUF, CLV","2025","2025","2025299","Home","2025","NFC","NFC South","TB","2025","3","4","2025","21","2025","No","No","No","","","","2025","","No","No","","","","2025","","","","82","0.7192982456140351","11.272727272727273","248","0.5092402464065708","22","1.375","0.205607476635514","0.2682926829268293","15","0.6818181818181818","204","12.75","0.29310344827586204","2.4878048780487805","9.272727272727273","13.6","85","5.666666666666667","15","1","1","0.3333333333333333","","","","3","17","0.24285714285714285","1","0.06666666666666667","9","0.10975609756097561","","","15","0.6818181818181818","2","0.09090909090909091","","","0","","93.8","0.27848101265822783","0.9351703971363644","0.8536585365853658","0.13414634146341464","","0.012195121951219513","82","0","0.5670731707317073","2.90625","46.5","39.604831652","2.47530197825","0.47795526404878047","39.192331652"
"2025702FFAFB","5","Jaxon Smith-Njigba","SEA","WR","17","2025","1","18","Jaxon","Smith-Njigba","Seattle","Seahawks","SEA","MIN, NO, TB, WAS, ARZ, SF, JAX, LA, TEN, IND, HST, ATL, PIT, CAR","2025","2025","2025307","Away","2025","NFC","NFC West","SF","2025","4","4","2025","21","2025","No","No","No","","","","2025","","No","No","","","","2025","","","","48","0.9411764705882353","13.6","204","0.5074626865671642","15","0.8823529411764706","0.32608695652173914","0.3125","13","0.8666666666666667","204","12","0.4834123222748815","4.25","13.6","15.692307692307692","36","2.769230769230769","18","1.3846153846153846","1","0.3333333333333333","2","1","1","3","11","0.39285714285714285","1","0.07692307692307693","9","0.1875","1","0.06666666666666667","14","0.9333333333333333","1","0.06666666666666667","1","1","1","","141","0.38461538461538464","4.633688199133333","0.8541666666666666","0.14583333333333334","","","48","0","0.90625","2.5588235294117645","43.5","28.746892659","1.6909936858235295","0.588098562","28.228730976"
"504C2B1E4DFB","6","De'Von Achane","MIA","RB","16","2025","1","17","De'Von","Achane","Miami","Dolphins","MIA","PIT, CLV, BUF, NO, WAS, CIN, LAC, IND, CAR, TB, NYJ, ATL, BLT, NE","2025","2025","2025299","Home","2025","NFC","NFC South","TB","2025","3","4","2025","21","2025","No","No","No","","","","2025","","No","No","","Backfield","","2025","","","","80","0.7017543859649122","-1.2352941176470589","-42","-0.08624229979466119","34","2.125","0.3177570093457944","0.425","28","0.8235294117647058","198","12.375","0.28448275862068967","2.475","5.823529411764706","7.071428571428571","267","9.535714285714286","57","2.0357142857142856","1","0.3333333333333333","3","","","1","19","0.2714285714285714","8","0.2857142857142857","12","0.15","1","0.029411764705882353","30","0.8823529411764706","9","0.2647058823529412","2","1","0.5","","88.5","0.37362637362637363","-0.27433776655882397","0.075","0.325","","0.6","80","0","1.76125","8.80625","140.9","112.637309324","7.03983183275","0.7177680388125001","57.421443105"
"C32869BECA10","7","Jauan Jennings","SF","WR","15","2025","1","18","Jauan","Jennings","San Francisco","49ers","SF","TB, ATL, NYG, CLV, IND, CHI, HST, LA, ARZ, TEN, SEA, JAX, NO, CAR","2025","2025","2025307","Home","2025","NFC","NFC West","SEA","2025","4","4","2025","21","2025","No","No","No","","","","2025","","No","No","","","","2025","","","","129","0.7818181818181819","8.727272727272727","192","0.21476510067114093","22","1.4666666666666666","0.14666666666666667","0.17054263565891473","17","0.7727272727272727","196","13.066666666666666","0.15717722534081796","1.5193798449612403","8.909090909090908","11.529411764705882","41","2.411764705882353","13","0.7647058823529411","2","0.2857142857142857","2","1","1","2","19","0.20212765957446807","1","0.058823529411764705","10","0.07751937984496124","2","0.09090909090909091","19","0.8636363636363636","","","8","8","1","","94.3","0.1864406779661017","0.9891897664090912","0.8062015503875969","0.1937984496124031","","","129","0","0.4","3.44","51.6","38.085341554","2.539022770266667","0.29523520584496127","38.085341554"
"018F0E604E55","8","Kyle Juszczyk","SF","FB","17","2025","1","18","Kyle","Juszczyk","San Francisco","49ers","SF","JAX, CAR, HST, TEN, IND, ATL, CHI, NYG, NO, CLV, TB, ARZ, LA, SEA","2025","2025","2025307","Home","2025","NFC","NFC West","SEA","2025","4","4","2025","21","2025","No","No","No","","","","2025","","No","No","","","","2025","","","","157","0.8092783505154639","3.909090909090909","86","0.086","22","1.2941176470588236","0.12290502793296089","0.14012738853503184","20","0.9090909090909091","181","10.647058823529411","0.12066666666666667","1.1528662420382165","8.227272727272727","9.05","100","5","37","1.85","2","0.25","4","2","2","1","13","0.11304347826086956","1","0.05","9","0.05732484076433121","","","21","0.9545454545454546","1","0.045454545454545456","2","1","0.5","","131.3","0.13414634146341464","8.227272727272727","0.1337579617834395","0.33121019108280253","0.3885350318471338","0.1464968152866242","157","0","0.3369426751592357","3.1117647058823534","52.900000000000006","39.696138323","2.3350669601764706","0.2498279233184713","39.222983961"
"D8E38825EC9B","9","Ricky Pearsall","SF","WR","9","2025","1","17","Ricky","Pearsall","San Francisco","49ers","SF","CHI, ARZ, TEN, SEA, JAX, NO, CAR, CLV","2025","2025","2025304","Home","2025","NFC","NFC North","CHI","2025","2","4","2025","21","2025","No","No","No","Straight Drop","Catch","Horizontal","2025","Open","Yes","No","Mid/Deep Cross","Wide","Right","2025","Cover 2","Two-High (Open)","Two-High (Open)","82","0.7735849056603774","15.5","217","0.3653198653198653","14","1.5555555555555556","0.14432989690721648","0.17073170731707318","9","0.6428571428571429","158","17.555555555555557","0.1941031941031941","1.9268292682926829","11.285714285714286","17.555555555555557","34","3.7777777777777777","9","1","","","","","","6","13","0.22413793103448276","","","6","0.07317073170731707","","","10","0.7142857142857143","","","3","2","0.6666666666666666","","72.9","0.18666666666666668","1.6766798572142858","0.8292682926829268","0.17073170731707318","","","82","0","0.3341463414634146","3.0444444444444443","27.4","32.360066839","3.595562982111111","0.3883471850121951","31.844469171"
"7AE217743B3F","10","Kendrick Bourne","SF","WR","16","2025","1","18","Kendrick","Bourne","San Francisco","49ers","SF","TB, ATL, NYG, IND, CHI, SEA, HST, LA, ARZ, TEN, JAX, CAR, NO, CLV","2025","2025","2025307","Home","2025","NFC","NFC West","SEA","2025","4","4","2025","21","2025","No","No","No","","","","2025","","No","No","","","","2025","","","","78","0.430939226519337","13.727272727272727","151","0.16132478632478633","11","0.6875","0.06547619047619048","0.14102564102564102","8","0.7272727272727273","154","9.625","0.10914245216158752","1.9743589743589745","14","19.25","54","6.75","36","4.5","","","","","","2","8","0.07547169811320754","1","0.125","7","0.08974358974358974","1","0.09090909090909091","9","0.8181818181818182","","","1","1","1","","114.8","0.14666666666666667","4.830371068545455","0.8461538461538461","0.15384615384615385","","","78","0","0.3384615384615384","1.65","26.4","18.101799729","1.1313624830625","0.2320743555","18.101799729"
