Name,Team,POS,RTE,TGT,REC,YDS,AY,YAC
Jeff Wilson,MIA,RB,1,,,,,
Kenny McIntosh,SEA,RB,1,,,,,
Dyami Brown,WAS,WR,3,1,1,16,9,7
Garrett Wilson,NYJ,WR,5,2,2,32,25,7
Blake Whiteheart,CLV,TE,1,,,,,
Emanuel Wilson,GB,RB,1,,,,,
Quentin Johnston,LAC,WR,8,5,,,64,
Harrison Bryant,LV,TE,1,,,,,
Tylan Wallace,BLT,WR,1,1,1,15,9,6
Jonnu Smith,MIA,TE,2,,,,,
Dan Chisena,CAR,WR,1,1,1,8,8,
Adam Thielen,CAR,WR,2,,,,,
Josiah Deguara,JAX,TE,1,,,,,
Braelon Allen,NYJ,RB,1,,,,,
David Moore,CAR,WR,3,2,,,35,
Justin Shorter,LV,TE,1,,,,,
Amon-Ra St. Brown,DET,WR,3,2,2,18,20,
Tutu Atwell,LA,WR,4,4,3,50,55,1
Josh Palmer,LAC,WR,9,3,3,45,47,-2
Antonio Gibson,NE,RB,2,,,,,
Mason Kinsey,TEN,WR,1,,,,,
Charlie Woerner,ATL,TE,1,,,,,
Geoff Swaim,CLV,TE,1,,,,,
Bijan Robinson,ATL,RB,6,,,,,
Calvin Austin,PIT,WR,4,1,1,8,8,
Pat Freiermuth,PIT,TE,3,1,1,17,15,2
Xavier Worthy,KC,WR,5,3,1,19,45,
Malachi Corley,NYJ,WR,1,,,,,
Elijah Moore,CLV,WR,5,2,1,15,21,-1
Rachaad White,TB,RB,4,,,,,
AJ Barner,SEA,TE,7,,,,,
Zach Charbonnet,SEA,RB,7,,,,,
Chuba Hubbard,CAR,RB,3,,,,,
Jared Wayne,HST,WR,1,,,,,
Kareem Hunt,KC,RB,2,,,,,
Ty Johnson,BUF,RB,5,,,,,
Van Jefferson,PIT,WR,2,,,,,
Tanner Hudson,CIN,TE,3,,,,,
Curtis Samuel,BUF,WR,6,2,,,23,
Chase Brown,CIN,RB,7,,,,,
Najee Harris,PIT,RB,2,,,,,
Daniel Bellinger,NYG,TE,2,,,,,
Drew Sample,CIN,TE,4,,,,,
Austin Ekeler,WAS,RB,3,,,,,
Jaheim Bell,NE,TE,2,,,,,
Stefon Diggs,HST,WR,4,1,1,5,4,1
Ben Sinnott,WAS,TE,3,,,,,
Zay Jones,ARZ,WR,1,,,,,
Irv Smith,HST,TE,1,,,,,
Andrei Iosivas,CIN,WR,14,4,3,19,41,-1
Brandon Aiyuk,SF,WR,3,2,2,16,19,-3
Allen Lazard,NYJ,WR,2,1,,,15,
Darnell Mooney,ATL,WR,9,4,3,41,54,2
Jalen Coker,CAR,WR,1,,,,,
Marvin Mims,DEN,WR,1,1,,,16,
Dallas Goedert,PHI,TE,3,1,,,8,
Roschon Johnson,CHI,RB,1,,,,,
Calvin Ridley,TEN,WR,4,2,2,24,25,-1
Terry McLaurin,WAS,WR,13,5,4,51,62,5
Chris Godwin,TB,WR,2,,,,,
Jayden Reed,GB,WR,5,,,,,
Kyle Pitts,ATL,TE,8,1,,,13,
Dawson Knox,BUF,TE,4,1,1,12,14,
Noah Brown,WAS,WR,9,7,3,37,78,2
Dante Pettis,NO,WR,1,1,1,11,11,
Dontayvion Wicks,GB,WR,3,3,3,31,30,1
Trey McBride,ARZ,TE,8,1,,,4,
Patrick Taylor,SF,RB,3,,,,,
Jalen Reagor,LAC,WR,2,1,1,9,10,-1
Kyren Williams,LA,RB,3,,,,,
Tucker Kraft,GB,TE,3,,,,,
Payne Durham,TB,TE,3,,,,,
Trey Palmer,TB,WR,3,1,,,10,
Christian McCaffrey,SF,RB,1,,,,,
Khalil Shakir,BUF,WR,4,,,,,
Sterling Shepard,TB,WR,4,,,,,
Robert Woods,HST,WR,1,,,,,
Jaxon Smith-Njigba,SEA,WR,14,5,4,35,49,-1
Sam LaPorta,DET,TE,2,,,,,
Will Mallory,IND,TE,1,,,,,
Chris Rodriguez Jr.,WAS,RB,1,,,,,
Olamide Zaccheaus,WAS,WR,6,2,1,14,28,-1
Alec Pierce,IND,WR,4,1,1,11,11,
Jalen Tolbert,DAL,WR,12,4,2,37,65,4
Bub Means,NO,WR,2,2,2,24,25,-1
Drake London,ATL,WR,9,2,1,13,32,-1
Bo Melton,GB,WR,1,,,,,
Wan'Dale Robinson,NYG,WR,10,1,1,8,8,
D'Onta Foreman,CLV,RB,1,,,,,
Deebo Samuel,SF,WR,8,3,1,4,34,
Devin Duvernay,JAX,WR,5,1,1,5,5,
Mike Gesicki,CIN,TE,10,,,,,
Hayden Hurst,LAC,TE,1,,,,,
Dalvin Cook,DAL,RB,1,,,,,
Rashod Bateman,BLT,WR,3,1,,,17,
Grant Calcaterra,PHI,TE,1,,,,,
Cade Stover,HST,TE,1,,,,,
Scott Miller,PIT,WR,2,,,,,
Jaylen Waddle,MIA,WR,1,,,,,
Tee Higgins,CIN,WR,8,5,3,42,52,12
Jeremy McNichols,WAS,RB,2,,,,,
Jerome Ford,CLV,RB,1,,,,,
George Pickens,PIT,WR,4,3,3,42,37,5
Rico Dowdle,DAL,RB,5,,,,,
Jermaine Burton,CIN,WR,4,,,,,
Ricky Pearsall,SF,WR,4,1,1,14,14,
Chris Olave,NO,WR,1,1,,,5,
Jalin Hyatt,NYG,WR,4,1,,,8,
David Njoku,CLV,TE,1,1,1,12,12,
Brock Bowers,LV,TE,9,,,,,
Isaac Guerendo,SF,RB,1,,,,,
A.J. Brown,PHI,WR,1,1,1,11,13,-2
Luke McCaffrey,WAS,WR,4,,,,,
Brock Wright,DET,TE,1,,,,,
Jamaal Williams,NO,RB,1,,,,,
Brandin Cooks,DAL,WR,7,3,2,26,40,2
Justin Jefferson,MIN,WR,8,3,1,9,33,-1
Rashid Shaheed,NO,WR,2,,,,,
Greg Dulcich,NYG,TE,1,,,,,
Johnny Mundt,MIN,TE,1,,,,,
Xavier Legette,CAR,WR,4,,,,,
Tyreek Hill,MIA,WR,4,4,4,51,54,-3
Demarcus Robinson,LA,WR,9,1,,,12,
Travis Kelce,KC,TE,5,,,,,
Cole Kmet,CHI,TE,5,,,,,
Zack Moss,CIN,RB,4,,,,,
Rhamondre Stevenson,NE,RB,1,,,,,
Brenton Strange,JAX,TE,6,,,,,
Mike Williams,PIT,WR,1,,,,,
Kylen Granson,IND,TE,2,,,,,
Kimani Vidal,LAC,RB,1,,,,,
Mason Tipton,NO,WR,3,,,,,
James Cook,BUF,RB,1,,,,,
Ja'Lynn Polk,NE,WR,2,2,1,7,11,-1
Isaiah Likely,BLT,TE,1,,,,,
Dalton Schultz,HST,TE,9,,,,,
George Kittle,SF,TE,5,,,,,
Keenan Allen,CHI,WR,6,1,,,21,
CeeDee Lamb,DAL,WR,8,2,2,18,19,-1
Noah Fant,SEA,TE,8,,,,,
Jordan Akins,CLV,TE,2,,,,,
Nick Vannett,TEN,TE,1,,,,,
Alex Bachman,LV,WR,1,,,,,
Austin Trammell,JAX,WR,2,,,,,
Tony Pollard,TEN,RB,2,,,,,
Romeo Doubs,GB,WR,3,,,,,
Ray Davis,BUF,RB,2,,,,,
DeeJay Dallas,ARZ,RB,1,,,,,
JuJu Smith-Schuster,KC,WR,2,,,,,
Ladd McConkey,LAC,WR,12,2,2,26,10,16
Chig Okonkwo,TEN,TE,2,,,,,
Gerald Everett,CHI,TE,1,,,,,
Lucas Krull,DEN,TE,1,,,,,
Ameer Abdullah,LV,RB,6,,,,,
Devin Singletary,NYG,RB,4,,,,,
Foster Moreau,NO,TE,2,,,,,
Trey Sermon,IND,RB,1,,,,,
Josh Downs,IND,WR,2,1,1,15,11,4
Devaughn Vele,DEN,WR,1,,,,,
Rome Odunze,CHI,WR,6,3,2,32,40,3
Isaiah Davis,NYJ,RB,1,,,,,
Colby Parkinson,LA,TE,3,,,,,
Josh Oliver,MIN,TE,5,,,,,
Nick Chubb,CLV,RB,1,,,,,
Tyjae Spears,TEN,RB,2,,,,,
D.J. Moore,CHI,WR,7,2,,,26,
Bucky Irving,TB,RB,2,,,,,
KaVontae Turpin,DAL,WR,9,,,,,
Jamison Crowder,WAS,WR,2,1,,,16,
Jalen Nailor,MIN,WR,5,1,,,10,
John Metchie,HST,WR,4,,,,,
Kenneth Gainwell,PHI,RB,1,,,,,
Jordan Mims,NO,RB,1,,,,,
Jalen Brooks,DAL,WR,6,3,2,22,37,
Jaylen Warren,PIT,RB,3,,,,,
Andrew Ogletree,IND,TE,1,,,,,
Kendrick Bourne,NE,WR,5,3,3,29,28,1
Hassan Haskins,LAC,RB,5,,,,,
Juwan Johnson,NO,TE,3,,,,,
David Montgomery,DET,RB,1,,,,,
Mack Hollins,BUF,WR,8,3,2,20,33,1
Tyler Boyd,TEN,WR,2,,,,,
Quintin Morris,BUF,TE,3,,,,,
Ja'Tavion Sanders,CAR,TE,2,,,,,
Jauan Jennings,SF,WR,6,2,2,18,20,-2
Marquez Valdes-Scantling,NO,WR,3,2,,,38,
Connor Heyward,PIT,TE,3,,,,,
Adonai Mitchell,IND,WR,5,3,2,32,46,
Nick Westbrook-Ikhine,TEN,WR,3,2,1,11,22,
Jake Bobo,SEA,WR,1,,,,,
Parris Campbell,PHI,WR,3,,,,,
Saquon Barkley,PHI,RB,4,,,,,
Evan Engram,JAX,TE,7,1,1,8,4,4
Jamari Thrash,CLV,WR,1,,,,,
Will Dissly,LAC,TE,7,,,,,
KhaDarel Hodge,ATL,WR,3,,,,,
Charlie Jones,CIN,WR,1,,,,,
J.K. Dobbins,LAC,RB,2,,,,,
Jordan Whittington,LA,WR,1,,,,,
Josh Whyle,TEN,TE,1,,,,,
Travis Etienne,JAX,RB,6,,,,,
Equanimeous St. Brown,NO,WR,1,,,,,
Samaje Perine,KC,RB,4,,,,,
Amari Cooper,BUF,WR,4,2,,,28,
Darius Slayton,NYG,WR,10,5,4,53,65,2
Dare Ogunbowale,HST,RB,1,,,,,
Nico Collins,HST,WR,6,2,1,16,36,
Jerry Jeudy,CLV,WR,4,,,,,
Jake Ferguson,DAL,TE,10,,,,,
Davante Adams,NYJ,WR,8,3,2,16,25,
Chris Brooks,GB,RB,1,,,,,
Christian Watson,GB,WR,1,1,,,17,
Justice Hill,BLT,RB,2,,,,,
K.J. Osborn,WAS,WR,1,,,,,
Tyler Conklin,NYJ,TE,3,,,,,
James Conner,ARZ,RB,3,,,,,
Jonathan Mingo,DAL,WR,3,2,2,22,23,-1
Cooper Kupp,LA,WR,4,2,1,19,35,2
Tommy Tremble,CAR,TE,1,,,,,
Ja'Marr Chase,CIN,WR,16,6,6,63,59,5
D'Andre Swift,CHI,RB,4,,,,,
DeAndre Carter,CHI,WR,1,1,1,14,14,
Kayshon Boutte,NE,WR,8,4,4,45,44,1
Hunter Long,LA,TE,2,,,,,
Dalton Kincaid,BUF,TE,5,1,,,17,
Jakobi Meyers,LV,WR,10,4,3,61,64,18
Hunter Henry,NE,TE,4,,,,,
Nelson Agholor,BLT,WR,3,,,,,
Jahmyr Gibbs,DET,RB,2,,,,,
Gabe Davis,JAX,WR,3,1,,,13,
D.J. Turner,LV,WR,4,,,,,
Zay Flowers,BLT,WR,4,2,,,32,
Michael Wilson,ARZ,WR,8,1,,,15,
Eric Tomlinson,LAC,TE,1,,,,,
Xavier Hutchinson,HST,WR,2,,,,,
Simi Fehoko,LAC,WR,2,1,1,11,11,
Ezekiel Elliott,DAL,RB,4,,,,,
T.J. Hockenson,MIN,TE,4,,,,,
Tim Patrick,DET,WR,2,,,,,
Josh Reynolds,JAX,WR,4,1,1,11,12,-1
Brian Thomas,JAX,WR,15,8,5,62,100,3
DeAndre Hopkins,KC,WR,4,,,,,
Troy Franklin,DEN,WR,1,,,,,
Javon Baker,NE,WR,1,,,,,
