Name,Team,POS,RTE,TGT,REC,YDS,AY,YAC
Eric Saubert,SF,TE,16,1,1,16,16,
Brian Robinson,WAS,RB,5,1,1,13,2,11
Alvin Kamara,NO,RB,32,4,3,25,28,2
Aaron Shampklin,PIT,RB,2,,,,,
Tucker Fisk,LAC,TE,4,,,,,
Gus Edwards,LAC,RB,7,,,,,
Colson Yankoff,WAS,TE,1,,,,,
Kadarius Toney,CLV,WR,2,,,,,
Taysom Hill,NO,TE,11,4,3,41,14,30
Demario Douglas,NE,WR,53,15,10,78,83,32
Alexander Mattison,LV,RB,18,,,,,
Cade Otton,TB,TE,56,18,11,75,94,18
James Mitchell,DET,TE,1,,,,,
Malik Nabers,NYG,WR,50,25,19,110,126,30
Raheem Blackshear,CAR,RB,1,,,,,
Tank Dell,HST,WR,64,21,10,119,245,15
Tyquan Thornton,NE,WR,8,,,,,
Xavier Weaver,ARZ,WR,1,,,,,
Breece Hall,NYJ,RB,32,1,,,3,
Trent Sherfield,MIN,WR,10,3,3,32,18,14
Blake Corum,LA,RB,2,,,,,
Dameon Pierce,HST,RB,6,,,,,
Pierre Strong,CLV,RB,12,2,1,5,5,3
Jacob Kibodi,CLV,RB,2,,,,,
Rakim Jarrett,TB,WR,17,1,1,4,4,
Julian Hill,MIA,TE,16,1,1,14,6,8
Erick All,CIN,TE,14,2,2,23,19,4
Braxton Berrios,MIA,WR,7,,,,,
Kendre Miller,NO,RB,3,,,,,
Diontae Johnson,HST,WR,20,6,4,62,79,
DK Metcalf,SEA,WR,45,10,7,83,114,6
Mark Andrews,BLT,TE,35,10,8,55,76,2
Parker Washington,JAX,WR,64,14,8,86,147,9
MyCole Pruitt,PIT,TE,6,1,1,9,8,1
Isaiah Davis,NYJ,RB,3,,,,,
Colby Parkinson,LA,TE,44,6,5,56,36,25
Allen Robinson,DET,WR,8,1,,,3,
Brenden Bates,CLV,TE,1,,,,,
Rome Odunze,CHI,WR,57,10,9,73,87,9
D.J. Moore,CHI,WR,58,8,7,63,41,27
Keaton Mitchell,BLT,RB,1,,,,,
Bucky Irving,TB,RB,28,,,,,
Josh Oliver,MIN,TE,30,3,3,13,14,-1
Nick Chubb,CLV,RB,12,,,,,
Michael Carter,ARZ,RB,12,,,,,
Tyjae Spears,TEN,RB,9,,,,,
Laviska Shenault,LAC,WR,2,,,,,
Devin Singletary,NYG,RB,11,,,,,
Isaiah Hodgins,NYG,WR,2,,,,,
Zamir White,LV,RB,4,,,,,
Ameer Abdullah,LV,RB,25,1,1,9,3,6
Trey Sermon,IND,RB,8,,,,,
Josh Downs,IND,WR,46,29,18,156,162,69
Devaughn Vele,DEN,WR,23,10,8,85,65,37
Khalil Herbert,CIN,RB,6,,,,,
Tyler Allgeier,ATL,RB,18,,,,,
Foster Moreau,NO,TE,26,2,2,33,28,5
Juwan Johnson,NO,TE,52,12,11,89,55,48
David Montgomery,DET,RB,17,,,,,
Mack Hollins,BUF,WR,17,4,4,25,19,6
Tyler Boyd,TEN,WR,43,15,8,102,132,42
Andrew Ogletree,IND,TE,12,,,,,
Jaylen Warren,PIT,RB,22,,,,,
Kendrick Bourne,NE,WR,36,8,7,52,48,14
Hassan Haskins,LAC,RB,3,,,,,
Jauan Jennings,SF,WR,61,29,24,204,199,57
Teagan Quitoriano,HST,TE,4,,,,,
Ashton Dulin,IND,WR,3,,,,,
Tanner Conner,MIA,TE,1,1,1,4,4,
Quintin Morris,BUF,TE,3,,,,,
Ja'Tavion Sanders,CAR,TE,33,3,2,17,15,6
Anthony Miller,BLT,WR,1,1,1,16,16,
Jalen Nailor,MIN,WR,50,12,8,113,99,44
John Metchie,HST,WR,40,8,3,32,62,8
Marquise Brown,KC,WR,8,5,3,40,48,8
KaVontae Turpin,DAL,WR,20,4,1,6,32,1
Jamison Crowder,WAS,WR,5,1,1,5,5,
Jordan Mims,NO,RB,6,1,,,4,
Kevin Austin,NO,WR,17,4,2,22,26,4
Jalen Brooks,DAL,WR,24,3,1,10,36,
Kenneth Gainwell,PHI,RB,11,,,,,
Jordan Whittington,LA,WR,13,1,1,17,17,
Josh Whyle,TEN,TE,17,4,1,7,28,3
Travis Etienne,JAX,RB,38,,,,,
Samaje Perine,KC,RB,19,,,,,
J.K. Dobbins,LAC,RB,9,,,,,
Emari Demercado,ARZ,RB,7,,,,,
Dare Ogunbowale,HST,RB,20,,,,,
Nico Collins,HST,WR,50,12,10,130,151,14
Jerry Jeudy,CLV,WR,78,31,26,260,265,37
Jake Ferguson,DAL,TE,35,12,6,67,65,38
Davante Adams,NYJ,WR,47,18,15,85,79,20
Ronnie Rivers,LA,RB,1,,,,,
Amari Cooper,BUF,WR,24,6,3,27,69,4
Darius Slayton,NYG,WR,45,1,,,15,
Connor Heyward,PIT,TE,4,,,,,
Adonai Mitchell,IND,WR,28,10,5,65,111,13
Nick Westbrook-Ikhine,TEN,WR,37,5,3,30,44,7
Jake Bobo,SEA,WR,9,3,3,26,19,7
Brevyn Spann-Ford,DAL,TE,11,3,2,13,23,5
Tyler Higbee,LA,TE,8,3,1,2,13,
Parris Campbell,PHI,WR,10,3,2,8,22,
Marquez Valdes-Scantling,NO,WR,33,3,1,7,33,1
Will Dissly,LAC,TE,25,8,6,52,38,27
KhaDarel Hodge,ATL,WR,15,1,,,15,
Miles Sanders,CAR,RB,8,1,,,13,
Charlie Jones,CIN,WR,1,,,,,
Saquon Barkley,PHI,RB,24,,,,,
Evan Engram,JAX,TE,42,14,11,98,112,32
Jamari Thrash,CLV,WR,15,4,3,22,16,13
Adam Trautman,DEN,TE,10,,,,,
Ja'Marr Chase,CIN,WR,91,32,22,277,299,78
D'Andre Swift,CHI,RB,30,,,,,
Jonathan Mingo,DAL,WR,22,6,3,22,41,12
Cooper Kupp,LA,WR,55,25,15,110,158,12
Steven Sims,BLT,WR,1,,,,,
Tommy Tremble,CAR,TE,25,5,3,21,30,7
Kayshon Boutte,NE,WR,54,6,6,48,42,6
Hunter Long,LA,TE,8,,,,,
Ben Sims,GB,TE,8,,,,,
DeAndre Carter,CHI,WR,9,1,1,5,5,
Robbie Chosen,MIA,WR,1,,,,,
Tom Kennedy,DET,WR,2,,,,,
Dallin Holker,NO,TE,4,1,1,5,5,
Chris Brooks,GB,RB,1,,,,,
Christian Watson,GB,WR,32,4,3,51,56,-1
James Conner,ARZ,RB,25,,,,,
Justice Hill,BLT,RB,14,,,,,
Anthony Firkser,KC,TE,1,,,,,
Sincere McCormick,LV,RB,2,,,,,
K.J. Osborn,WAS,WR,8,1,,,6,
Tyler Conklin,NYJ,TE,44,6,2,31,67,8
Will Mallory,IND,TE,8,2,1,7,25,
Mike Boone,CAR,RB,4,,,,,
Alec Pierce,IND,WR,48,6,2,21,94,-2
Drake London,ATL,WR,79,38,30,310,346,64
Jalen Tolbert,DAL,WR,52,10,8,90,85,24
Bo Melton,GB,WR,6,2,1,8,13,
Bub Means,NO,WR,13,5,3,26,35,2
Irvin Charles,NYJ,WR,1,,,,,
Olamide Zaccheaus,WAS,WR,25,13,10,79,80,25
Robert Woods,HST,WR,31,6,2,12,70,
Christian McCaffrey,SF,RB,10,3,2,14,11,7
Khalil Shakir,BUF,WR,17,5,4,38,43,18
Sterling Shepard,TB,WR,54,12,9,73,91,11
Parker Hesse,DET,TE,1,,,,,
D'Wayne Eskridge,MIA,WR,2,1,1,6,5,1
Joshua Cephus,JAX,WR,1,,,,,
Jaxon Smith-Njigba,SEA,WR,49,17,13,117,113,29
Jalen Moreno-Cropper,DAL,WR,2,,,,,
Sam LaPorta,DET,TE,40,5,3,24,28,8
Josh Jacobs,GB,RB,32,1,1,5,4,1
Cade Stover,HST,TE,17,,,,,
Scott Miller,PIT,WR,4,2,2,28,9,19
Jaylen Waddle,MIA,WR,49,16,12,139,144,28
Tee Higgins,CIN,WR,62,22,14,151,208,26
Rashod Bateman,BLT,WR,37,3,3,27,28,-1
Grant Calcaterra,PHI,TE,28,5,2,26,28,11
Rico Dowdle,DAL,RB,18,,,,,
Ricky Pearsall,SF,WR,41,13,9,84,118,14
Pharaoh Brown,SEA,TE,4,,,,,
Chris Olave,NO,WR,20,11,10,118,95,29
Jordan Matthews,CAR,TE,2,,,,,
Jeremy McNichols,WAS,RB,9,,,,,
Jerome Ford,CLV,RB,35,,,,,
George Pickens,PIT,WR,63,26,12,111,219,41
Jermaine Burton,CIN,WR,11,2,1,8,12,-2
Julius Chestnut,TEN,RB,5,,,,,
Wan'Dale Robinson,NYG,WR,47,23,15,89,102,31
Jake Tonges,SF,TE,3,,,,,
Trey Benson,ARZ,RB,3,,,,,
Hayden Hurst,LAC,TE,7,1,1,6,5,1
Clyde Edwards-Helaire,NO,RB,4,,,,,
Dalvin Cook,DAL,RB,2,,,,,
Ryan Flournoy,DAL,WR,8,,,,,
D'Onta Foreman,CLV,RB,7,,,,,
Deebo Samuel,SF,WR,53,3,2,36,39,25
Devin Duvernay,JAX,WR,19,3,3,16,14,2
Mike Gesicki,CIN,TE,53,21,15,129,140,44
Rhamondre Stevenson,NE,RB,24,1,1,5,8,
Nikko Remigio,KC,WR,6,4,1,25,33,11
Brenton Strange,JAX,TE,43,14,8,52,87,12
Tyreek Hill,MIA,WR,57,16,11,100,133,21
Demarcus Robinson,LA,WR,75,10,5,73,140,1
Travis Kelce,KC,TE,60,19,17,157,109,67
Cole Kmet,CHI,TE,48,7,5,29,45,2
Zack Moss,CIN,RB,15,1,1,4,4,
Kimani Vidal,LAC,RB,8,,,,,
Mason Tipton,NO,WR,31,6,5,40,38,11
Mike Williams,PIT,WR,32,1,1,7,7,
Derius Davis,LAC,WR,2,,,,,
Kylen Granson,IND,TE,30,4,2,17,43,9
Devin Thompkins,CAR,WR,3,,,,,
Terrace Marshall,LV,WR,8,1,,,11,
A.J. Brown,PHI,WR,35,13,11,144,123,49
Luke McCaffrey,WAS,WR,20,3,2,12,17,
Brock Wright,DET,TE,19,1,1,5,12,
Deonte Harty,BLT,WR,1,,,,,
Jamaal Williams,NO,RB,7,,,,,
Brandin Cooks,DAL,WR,23,9,7,42,67,7
Ryan Miller,TB,WR,17,1,1,6,6,
Jalin Hyatt,NYG,WR,14,,,,,
David Njoku,CLV,TE,38,11,6,54,75,24
Brock Bowers,LV,TE,59,27,21,279,193,130
Isaac Guerendo,SF,RB,10,,,,,
Craig Reynolds,DET,RB,3,1,,,3,
Johnny Mundt,MIN,TE,30,1,1,6,5,1
Durham Smythe,MIA,TE,12,4,3,20,26,5
Xavier Legette,CAR,WR,40,11,9,96,117,4
J.J. Taylor,HST,RB,1,,,,,
Justin Jefferson,MIN,WR,82,28,16,170,258,33
Rashid Shaheed,NO,WR,22,3,1,7,16,3
Greg Dulcich,NYG,TE,6,1,1,7,3,4
Tony Pollard,TEN,RB,24,,,,,
Romeo Doubs,GB,WR,47,22,16,194,216,37
Ray Davis,BUF,RB,4,,,,,
JuJu Smith-Schuster,KC,WR,26,2,1,4,17,
DeeJay Dallas,ARZ,RB,1,,,,,
Ladd McConkey,LAC,WR,50,18,11,104,147,17
Brandon Johnson,PIT,WR,2,,,,,
Alex Bachman,LV,WR,5,1,1,11,11,
Austin Trammell,JAX,WR,4,2,1,22,27,8
Chig Okonkwo,TEN,TE,27,3,2,13,13,5
Gerald Everett,CHI,TE,7,2,,,8,
Lucas Krull,DEN,TE,10,3,2,21,20,5
Tyler Johnson,LA,WR,24,5,1,4,34,
Brenden Rice,LAC,WR,1,,,,,
C.J. Uzomah,PHI,TE,2,,,,,
Isaiah Likely,BLT,TE,28,7,7,74,51,30
Dalton Schultz,HST,TE,78,29,18,206,228,70
George Kittle,SF,TE,56,13,12,115,88,43
Keenan Allen,CHI,WR,49,31,18,141,193,36
James Cook,BUF,RB,7,,,,,
Treylon Burks,TEN,WR,11,1,1,2,3,-1
Ja'Lynn Polk,NE,WR,20,1,,,13,
Jared Wiley,KC,TE,1,,,,,
Jordan Akins,CLV,TE,38,10,5,58,98,9
Nick Vannett,TEN,TE,9,1,1,8,5,3
Peyton Hendershot,KC,TE,5,,,,,
Elijah Cooks,JAX,WR,1,,,,,
CeeDee Lamb,DAL,WR,47,16,11,123,114,62
Noah Fant,SEA,TE,35,9,5,51,78,11
Elijah Higgins,ARZ,TE,15,4,3,13,23,5
Dan Chisena,CAR,WR,1,,,,,
Adam Thielen,CAR,WR,30,8,8,73,69,4
Josiah Deguara,JAX,TE,2,,,,,
Braelon Allen,NYJ,RB,13,,,,,
Harrison Bryant,LV,TE,7,,,,,
Tylan Wallace,BLT,WR,5,2,2,96,13,83
Jonnu Smith,MIA,TE,48,17,14,114,97,39
Josh Palmer,LAC,WR,38,8,6,57,82,3
Antonio Gibson,NE,RB,17,,,,,
Mason Kinsey,TEN,WR,2,,,,,
Charlie Woerner,ATL,TE,14,,,,,
David Moore,CAR,WR,36,8,6,60,79,2
Justin Shorter,LV,TE,1,,,,,
Amon-Ra St. Brown,DET,WR,55,25,23,211,203,27
Isaiah Williams,CIN,WR,1,,,,,
Chris Moore,ARZ,WR,1,,,,,
Tutu Atwell,LA,WR,35,15,13,157,172,13
Garrett Wilson,NYJ,WR,59,24,18,154,149,60
Jeff Wilson,MIA,RB,4,,,,,
Kenny McIntosh,SEA,RB,2,,,,,
Deuce Vaughn,DAL,RB,1,,,,,
Dyami Brown,WAS,WR,17,,,,,
Johnny Wilson,PHI,WR,25,3,,,32,
Emanuel Wilson,GB,RB,13,,,,,
Quentin Johnston,LAC,WR,33,8,6,75,72,24
Blake Whiteheart,CLV,TE,9,,,,,
Chris Manhertz,NYG,TE,6,1,1,2,10,
AJ Barner,SEA,TE,12,,,,,
Zach Charbonnet,SEA,RB,17,,,,,
Chuba Hubbard,CAR,RB,35,1,,,4,
Jared Wayne,HST,WR,4,,,,,
Xavier Worthy,KC,WR,55,21,12,109,154,38
Cam Grandy,CIN,TE,3,1,1,9,5,4
Elijah Moore,CLV,WR,63,20,14,119,140,19
Malachi Corley,NYJ,WR,5,1,1,10,10,
Rachaad White,TB,RB,32,,,,,
Ty Johnson,BUF,RB,10,,,,,
Van Jefferson,PIT,WR,50,11,7,56,78,17
Derrick Henry,BLT,RB,16,,,,,
Kareem Hunt,KC,RB,9,,,,,
Brandon Powell,MIN,WR,15,2,2,20,12,8
Calvin Austin,PIT,WR,49,10,7,53,59,16
Ronnie Bell,SF,WR,11,1,,,10,
Jacob Cowing,SF,WR,9,,,,,
Geoff Swaim,CLV,TE,4,,,,,
Bijan Robinson,ATL,RB,46,,,,,
Jaleel McLaughlin,DEN,RB,4,,,,,
Cordarrelle Patterson,PIT,RB,5,,,,,
Isiah Pacheco,KC,RB,11,,,,,
Pat Freiermuth,PIT,TE,56,17,14,116,91,45
Zay Jones,ARZ,WR,23,2,1,3,21,
Irv Smith,HST,TE,3,,,,,
Stefon Diggs,HST,WR,36,15,11,80,93,27
Ben Sinnott,WAS,TE,3,,,,,
Darnell Mooney,ATL,WR,74,27,19,238,309,39
Jeremy Ruckert,NYJ,TE,15,3,2,17,15,8
Kalif Raymond,DET,WR,14,5,5,62,47,15
Andrei Iosivas,CIN,WR,77,6,4,35,52,1
Brandon Aiyuk,SF,WR,24,11,7,114,115,48
Allen Lazard,NYJ,WR,38,9,5,37,78,13
Tanner Hudson,CIN,TE,7,1,1,6,3,3
Curtis Samuel,BUF,WR,13,3,3,64,43,21
Chase Brown,CIN,RB,42,2,2,10,6,4
Najee Harris,PIT,RB,19,,,,,
Devontez Walker,BLT,WR,2,,,,,
Austin Ekeler,WAS,RB,12,,,,,
Daniel Bellinger,NYG,TE,11,,,,,
Drew Sample,CIN,TE,25,1,1,8,5,3
Trey McBride,ARZ,TE,59,28,23,217,182,80
Patrick Taylor,SF,RB,6,,,,,
Carson Steele,KC,RB,9,,,,,
John Bates,WAS,TE,4,,,,,
Jalen Reagor,LAC,WR,7,3,1,11,24,
Dawson Knox,BUF,TE,15,3,2,12,13,2
Noah Brown,WAS,WR,17,4,3,33,39,-1
Dontayvion Wicks,GB,WR,41,18,10,75,145,26
Will Shipley,PHI,RB,7,1,1,4,4,
Kyren Williams,LA,RB,54,1,,,4,
Tucker Kraft,GB,TE,56,8,4,33,69,12
Payne Durham,TB,TE,14,7,6,41,60,7
Trey Palmer,TB,WR,25,5,2,34,44,2
Marvin Mims,DEN,WR,8,,,,,
Dallas Goedert,PHI,TE,27,11,7,66,82,23
Roschon Johnson,CHI,RB,9,,,,,
Cedric Tillman,CLV,WR,24,1,1,12,6,6
Calvin Ridley,TEN,WR,51,20,10,105,197,14
Raheem Mostert,MIA,RB,11,,,,,
Jalen Coker,CAR,WR,35,14,10,103,106,41
Brevin Jordan,HST,TE,3,1,1,4,4,
Jayden Reed,GB,WR,47,8,5,31,32,18
Kyle Pitts,ATL,TE,63,9,6,51,48,16
Trishton Jackson,MIN,WR,1,,,,,
Dante Pettis,NO,WR,14,7,5,42,40,15
Terry McLaurin,WAS,WR,37,11,8,67,114,1
Ainias Smith,PHI,WR,10,2,1,5,17,
