Name,Team,POS,RTE,TGT,REC,YDS,AY,YAC
Deuce Vaughn,DAL,RB,1,,,,,
Taysom Hill,NO,TE,6,4,4,31,-13,44
Jeff Wilson,MIA,RB,4,1,1,6,-3,9
Dyami Brown,WAS,WR,22,18,18,81,-58,139
Garrett Wilson,NYJ,WR,23,15,15,55,-29,84
MarShawn Lloyd,GB,RB,1,,,,,
Emanuel Wilson,GB,RB,5,1,1,,-6,6
Quentin Johnston,LAC,WR,8,7,7,45,-19,64
Tylan Wallace,BLT,WR,3,2,2,4,-5,9
Jonnu Smith,MIA,TE,25,19,16,143,-46,182
Adam Thielen,CAR,WR,4,2,1,16,,15
Braelon Allen,NYJ,RB,3,,,,,
Amon-Ra St. Brown,DET,WR,11,9,8,56,-16,71
David Moore,CAR,WR,5,1,1,3,-3,6
Tutu Atwell,LA,WR,3,3,3,19,-6,25
Isaiah Williams,CIN,WR,1,1,1,2,-4,6
Josh Palmer,LAC,WR,1,1,1,4,2,2
Antonio Gibson,NE,RB,2,1,1,5,-4,9
Charlie Woerner,ATL,TE,1,,,,,
Bijan Robinson,ATL,RB,16,7,7,23,-15,38
Jaleel McLaughlin,DEN,RB,6,2,2,-4,-10,6
Calvin Austin,PIT,WR,7,7,6,28,-9,34
Jacob Cowing,SF,WR,3,1,1,9,-4,13
Isiah Pacheco,KC,RB,2,,,,,
Cordarrelle Patterson,PIT,RB,2,1,1,,-2,2
Pat Freiermuth,PIT,TE,4,1,1,7,-4,11
Xavier Worthy,KC,WR,19,15,14,96,-38,130
Rachaad White,TB,RB,16,5,5,30,-23,53
Malachi Corley,NYJ,WR,1,1,1,4,,4
Elijah Moore,CLV,WR,6,3,2,2,-6,8
AJ Barner,SEA,TE,2,1,1,6,-1,7
Zach Charbonnet,SEA,RB,5,1,1,-1,-5,4
Chuba Hubbard,CAR,RB,8,,,,,
Kareem Hunt,KC,RB,5,,,,,
Ty Johnson,BUF,RB,8,,,,,
Van Jefferson,PIT,WR,4,1,1,1,-5,6
Curtis Samuel,BUF,WR,9,9,9,46,-31,77
Najee Harris,PIT,RB,2,,,,,
Chase Brown,CIN,RB,4,3,2,11,-12,20
Daniel Bellinger,NYG,TE,1,,,,,
Drew Sample,CIN,TE,1,1,1,,-1,1
Austin Ekeler,WAS,RB,12,6,6,46,-21,67
Jaheim Bell,NE,TE,2,1,1,1,-2,3
Devontez Walker,BLT,WR,1,,,,,
Stefon Diggs,HST,WR,4,4,4,20,-16,36
Ben Sinnott,WAS,TE,1,1,1,3,-2,5
Zay Jones,ARZ,WR,2,1,1,3,-2,5
Andrei Iosivas,CIN,WR,3,,,,,
Brandon Aiyuk,SF,WR,1,,,,,
Allen Lazard,NYJ,WR,2,2,1,10,-3,12
Darnell Mooney,ATL,WR,7,4,4,-1,-12,11
Jeremy Ruckert,NYJ,TE,2,1,1,-1,-2,1
Kalif Raymond,DET,WR,5,5,5,38,-19,57
Raheem Mostert,MIA,RB,9,2,2,14,-4,18
Jalen Coker,CAR,WR,5,2,2,18,-6,24
Dallas Goedert,PHI,TE,5,5,5,15,-9,24
Roschon Johnson,CHI,RB,3,,,,,
Cedric Tillman,CLV,WR,5,2,2,3,-3,6
Marvin Mims,DEN,WR,19,16,16,123,-64,187
Calvin Ridley,TEN,WR,9,7,7,39,-17,56
Ainias Smith,PHI,WR,2,2,2,7,-5,12
Chris Godwin,TB,WR,13,12,12,154,-24,178
Terry McLaurin,WAS,WR,22,9,8,21,-26,43
Brevin Jordan,HST,TE,1,1,,,-4,
Jayden Reed,GB,WR,15,10,9,62,-31,91
Dante Pettis,NO,WR,6,3,2,10,-10,18
Dawson Knox,BUF,TE,3,2,2,9,-6,15
Noah Brown,WAS,WR,4,3,3,20,-6,26
Dontayvion Wicks,GB,WR,3,1,1,3,-2,5
Patrick Taylor,SF,RB,4,,,,,
Carson Steele,KC,RB,2,,,,,
Trey McBride,ARZ,TE,14,14,13,85,-28,110
John Bates,WAS,TE,3,2,,,-8,
Jalen Reagor,LAC,WR,2,,,,,
Trey Palmer,TB,WR,5,1,1,4,-3,7
Kyren Williams,LA,RB,5,,,,,
Tucker Kraft,GB,TE,11,10,8,55,-19,67
Payne Durham,TB,TE,3,,,,,
Christian McCaffrey,SF,RB,4,2,2,25,-10,35
Sterling Shepard,TB,WR,9,5,5,41,-9,50
Khalil Shakir,BUF,WR,21,19,18,155,-66,217
Brycen Tremayne,WAS,WR,1,1,1,-2,-4,2
Robert Woods,HST,WR,4,4,4,12,-12,24
Jaxon Smith-Njigba,SEA,WR,15,13,13,69,-25,94
Sam LaPorta,DET,TE,8,6,5,69,-25,94
D'Wayne Eskridge,MIA,WR,1,1,1,8,-3,11
Olamide Zaccheaus,WAS,WR,12,7,6,44,-12,53
Drake London,ATL,WR,3,2,1,5,-3,8
Jalen Tolbert,DAL,WR,4,1,1,4,-1,5
Alec Pierce,IND,WR,1,1,1,5,-3,8
Bub Means,NO,WR,3,1,1,14,-4,18
Bo Melton,GB,WR,1,1,1,1,1,
Trey Benson,ARZ,RB,2,,,,,
Wan'Dale Robinson,NYG,WR,19,14,13,41,-42,78
Ryan Flournoy,DAL,WR,2,1,1,13,-2,15
Mike Gesicki,CIN,TE,1,,,,,
D'Onta Foreman,CLV,RB,1,,,,,
Deebo Samuel,SF,WR,18,16,15,98,-44,140
Devin Duvernay,JAX,WR,5,4,4,44,-15,59
Hayden Hurst,LAC,TE,2,1,,,-3,
Rashod Bateman,BLT,WR,9,,,,,
Josh Jacobs,GB,RB,8,4,4,35,-19,54
Cade Stover,HST,TE,2,2,2,12,-4,16
Jaylen Waddle,MIA,WR,15,8,8,20,-35,55
Scott Miller,PIT,WR,1,,,,,
Tee Higgins,CIN,WR,6,,,,,
Jeremy McNichols,WAS,RB,4,1,1,-1,-4,3
Jerome Ford,CLV,RB,2,,,,,
George Pickens,PIT,WR,8,5,5,25,-17,42
Jermaine Burton,CIN,WR,1,,,,,
Pharaoh Brown,SEA,TE,1,,,,,
Rico Dowdle,DAL,RB,10,,,,,
Chris Olave,NO,WR,2,1,1,3,-2,5
Ricky Pearsall,SF,WR,6,2,2,7,-8,15
David Njoku,CLV,TE,5,5,5,57,-12,69
Brock Bowers,LV,TE,11,10,9,23,-33,52
Jalin Hyatt,NYG,WR,4,,,,,
Isaac Guerendo,SF,RB,3,,,,,
Brock Wright,DET,TE,4,1,1,16,-4,20
A.J. Brown,PHI,WR,1,,,,,
Luke McCaffrey,WAS,WR,6,4,4,28,-13,41
Jamaal Williams,NO,RB,1,,,,,
Brandin Cooks,DAL,WR,5,1,1,3,-3,6
Rashid Shaheed,NO,WR,4,3,3,19,-6,25
Justin Jefferson,MIN,WR,17,14,14,97,-33,130
Ryan Miller,TB,WR,2,1,1,1,-2,3
Greg Dulcich,NYG,TE,1,1,1,,-4,4
Craig Reynolds,DET,RB,1,,,,,
Johnny Mundt,MIN,TE,1,1,1,13,-1,14
Xavier Legette,CAR,WR,7,5,3,12,-12,16
Travis Kelce,KC,TE,11,9,9,41,-18,59
Cole Kmet,CHI,TE,3,2,2,22,-5,27
Demarcus Robinson,LA,WR,1,,,,,
Tyreek Hill,MIA,WR,25,10,9,45,-31,71
Zack Moss,CIN,RB,2,,,,,
Rhamondre Stevenson,NE,RB,11,3,1,13,-10,17
Brenton Strange,JAX,TE,1,1,1,7,-2,9
Derius Davis,LAC,WR,7,2,2,24,-9,33
Mike Williams,PIT,WR,1,,,,,
Devin Thompkins,CAR,WR,1,1,1,2,-3,5
Kylen Granson,IND,TE,2,2,2,19,-9,28
Kimani Vidal,LAC,RB,2,,,,,
Mason Tipton,NO,WR,3,,,,,
James Cook,BUF,RB,10,,,,,
Ja'Lynn Polk,NE,WR,2,1,1,7,-2,9
Isaiah Likely,BLT,TE,6,5,4,34,-15,51
George Kittle,SF,TE,7,6,5,93,-9,101
Keenan Allen,CHI,WR,16,8,7,25,-27,49
Dalton Schultz,HST,TE,2,,,,,
CeeDee Lamb,DAL,WR,25,18,17,142,-47,187
Noah Fant,SEA,TE,4,3,3,17,-7,24
Jordan Akins,CLV,TE,7,5,5,33,-17,50
Nick Vannett,TEN,TE,3,3,3,29,-12,41
Ray Davis,BUF,RB,5,,,,,
Tony Pollard,TEN,RB,4,2,1,-2,-7,4
Romeo Doubs,GB,WR,4,1,1,5,-1,6
JuJu Smith-Schuster,KC,WR,5,4,4,32,-18,50
Ladd McConkey,LAC,WR,7,2,2,,-7,7
Lucas Krull,DEN,TE,3,,,,,
Tyler Johnson,LA,WR,3,1,1,2,-3,5
Chig Okonkwo,TEN,TE,5,5,4,13,-13,25
Gerald Everett,CHI,TE,3,2,2,4,-7,11
Zamir White,LV,RB,1,,,,,
Ameer Abdullah,LV,RB,4,,,,,
Devin Singletary,NYG,RB,4,1,1,12,-7,19
Foster Moreau,NO,TE,3,2,2,21,-6,27
Josh Downs,IND,WR,9,6,6,59,-16,75
Devaughn Vele,DEN,WR,3,2,1,9,-10,11
Rome Odunze,CHI,WR,11,6,6,36,-11,47
