Name,Team,POS,RTE,TGT,REC,YDS,AY,YAC
Tim Jones,JAX,WR,2,1,1,11,10,1
Tyler Goodson,IND,RB,4,,,,,
Jordan Mason,SF,RB,19,,,,,
Feleipe Franks,CAR,TE,1,1,1,12,11,1
Tre Tucker,LV,WR,33,5,1,16,57,
Ezekiel Elliott,DAL,RB,3,,,,,
Stone Smartt,LAC,TE,8,3,3,42,32,10
Simi Fehoko,LAC,WR,11,3,2,31,37,8
T.J. Hockenson,MIN,TE,28,7,4,63,92,9
Eric Tomlinson,LAC,TE,1,,,,,
Xavier Hutchinson,HST,WR,14,4,,,56,
Brian Thomas,JAX,WR,22,11,10,190,139,68
DeAndre Hopkins,KC,WR,13,5,3,24,49,3
Josh Reynolds,JAX,WR,11,2,,,13,
Noah Gray,KC,TE,10,4,3,28,49,-1
Laquon Treadwell,IND,WR,1,,,,,
Tim Patrick,DET,WR,36,9,8,135,126,34
D.J. Turner,LV,WR,12,2,,,39,
Jahmyr Gibbs,DET,RB,31,,,41,,
Odell Beckham,MIA,WR,4,1,,,11,
Hunter Henry,NE,TE,28,6,5,51,50,12
Nelson Agholor,BLT,WR,19,3,1,11,56,
Dalton Kincaid,BUF,TE,8,4,2,33,43,16
Jakobi Meyers,LV,WR,31,13,6,87,170,18
Gabe Davis,JAX,WR,6,1,,,16,
Cody White,SEA,WR,3,,,,,
Michael Wilson,ARZ,WR,30,9,5,74,127,9
Ian Thomas,CAR,TE,3,,,,,
Zay Flowers,BLT,WR,34,14,10,173,244,14
Rashee Rice,KC,WR,2,1,,,12,
Ty Chandler,MIN,RB,3,,,,,
Britain Covey,PHI,WR,1,,,,,
Austin Hooper,NE,TE,14,2,2,36,21,15
Justin Watson,KC,WR,15,2,1,15,20,1
Jaylen Wright,MIA,RB,3,,,,,
Tyrone Tracy,NYG,RB,19,,,,,
Michael Mayer,LV,TE,14,2,,,20,
Devin Culp,TB,TE,1,,,,,
Marvin Harrison,ARZ,WR,34,12,9,146,166,17
Bryce Oliver,TEN,WR,5,4,2,34,47,10
Mo Alie-Cox,IND,TE,3,,,,,
John FitzPatrick,GB,TE,1,,,,,
Ramel Keyton,LV,WR,2,,,,,
Sean Tucker,TB,RB,2,,,,,
Xavier Gipson,NYJ,WR,7,,,,,
Cedrick Wilson,NO,WR,8,1,1,7,6,1
Tank Bigsby,JAX,RB,5,,,,,
Tyler Lockett,SEA,WR,19,2,2,50,44,6
Mike Woods,CLV,WR,6,3,1,13,18,6
Jordan Addison,MIN,WR,43,10,9,116,116,13
Lil'Jordan Humphrey,DEN,WR,14,3,1,41,41,30
Keon Coleman,BUF,WR,12,,,,,
Kenneth Walker,SEA,RB,7,,,,,
De'Von Achane,MIA,RB,12,,,,,
Mike Evans,TB,WR,32,11,8,128,139,32
Chris Conley,SF,WR,10,5,4,59,58,13
Travis Homer,CHI,RB,2,,,,,
Skyy Moore,KC,WR,2,1,,,9,
David Martin-Robinson,TEN,TE,1,,,,,
Jack Stoll,MIA,TE,1,,,,,
Nate Adkins,DEN,TE,5,,,,,
Luke Schoonmaker,DAL,TE,8,1,1,24,16,8
Malik Heath,GB,WR,5,,,,,
Shane Zylstra,DET,TE,4,,,,,
Mecole Hardman,KC,WR,2,,,,,
Jahan Dotson,PHI,WR,14,1,1,19,19,
DeVonta Smith,PHI,WR,13,2,1,7,22,
D'Ernest Johnson,JAX,RB,1,,,,,
Theo Johnson,NYG,TE,16,3,2,30,36,8
Jalen McMillan,TB,WR,26,3,1,9,34,4
E.J. Jenkins,PHI,TE,3,,,,,
Jameson Williams,DET,WR,48,7,6,134,105,44
Trenton Irwin,CIN,WR,4,3,,,29,
Eric Gray,NYG,RB,4,1,1,4,4,
Joe Mixon,HST,RB,9,1,1,8,4,4
Kristian Wilkerson,LV,WR,2,,,,,
Puka Nacua,LA,WR,19,7,6,105,100,18
James Proche,CLV,WR,1,,,,,
Luke Musgrave,GB,TE,7,1,1,19,19,
Christian Kirk,JAX,WR,5,1,1,14,11,3
Aaron Jones,MIN,RB,26,2,1,17,23,1
Luke Farrell,JAX,TE,2,,,,,
Raheem Blackshear,CAR,RB,2,,,,,
Malik Nabers,NYG,WR,29,13,8,112,152,34
Alexander Mattison,LV,RB,11,,,,,
Cade Otton,TB,TE,34,7,3,44,63,22
James Mitchell,DET,TE,2,,,,,
Sione Vaki,DET,RB,3,,,,,
Demario Douglas,NE,WR,20,4,3,21,25,2
Tank Dell,HST,WR,20,6,4,57,83,4
Xavier Weaver,ARZ,WR,1,,,,,
Taysom Hill,NO,TE,2,,,,,
Gus Edwards,LAC,RB,1,,,,,
Tucker Fisk,LAC,TE,3,1,,,9,
Brian Robinson,WAS,RB,7,,,,,
Alvin Kamara,NO,RB,13,2,1,11,26,8
Eric Saubert,SF,TE,12,,,,,
Ray-Ray McCloud,ATL,WR,36,16,10,152,154,54
Justyn Ross,KC,WR,1,,,,,
MyCole Pruitt,PIT,TE,1,1,,,9,
DK Metcalf,SEA,WR,20,9,4,60,131,7
Mark Andrews,BLT,TE,25,6,6,93,69,24
Parker Washington,JAX,WR,17,4,3,62,62,14
Allen Robinson,DET,WR,3,1,1,7,5,2
Diontae Johnson,HST,WR,13,8,4,61,94,4
Kendre Miller,NO,RB,2,,,,,
Erick All,CIN,TE,4,,,,,
Julian Hill,MIA,TE,2,,,,,
Rakim Jarrett,TB,WR,6,2,2,39,32,7
