teamTeamId,teamLocation,teamNickname,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingTouchdownsTotal,opponentStatsPassingSackedAvoidedTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingRunPassOptionPercentage,opponentStatsPassingOffTargetThrowAttemptsPercentage,opponentStatsPassingTargetedReadFirstPercentage,opponentStatsPassingTargetedReadCheckdownPercentage,opponentStatsPassingThrowAccuracyHighlyAccuratePercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing,teamIsHomeTeam,opponentStatsPassingInterceptionsTotal,opponentStatsPassingHeroThrowPercentage,opponentStatsPassingTowThrowPercentage
9,Dallas,Cowboys,NYG,NFC,NFC East,Closed,Closed,Cover 1,17,102,102,0.9607843137254902,96,0.9411764705882353,0.9607843137254902,0.03112677675490194,-5,0.0196078431372549,699,6.852941176470588,1.4105865522174534,7.4411764705882355,-301,3,1,No,No,27,0.2647058823529412,-0.01931470588235293,No,0.14705882352941177,0.0392156862745098,0.6372549019607843,0.29411764705882354,0.8333333333333334,2.2215686274509805,2.4703703703703703,-2.950980392156863,105,No,Yes,34,,,,
2,Atlanta,Falcons,NO,NFC,NFC South,Open,Open,Cover 6,17,95,95,0.968421052631579,78,0.8210526315789474,0.9473684210526315,0.0208772801789473,-29,0.12631578947368421,488,5.136842105263158,1.4774590163934427,5.71578947368421,-279,5,3,No,Yes,17,0.17894736842105263,-0.11370000000000001,No,0.07368421052631578,0.031578947368421054,0.6526315789473685,0.28421052631578947,0.7789473684210526,2.2715789473684214,2.3588235294117648,-2.9368421052631577,101.2,No,No,21,True,1,0.010526315789473684,
26,Philadelphia,Eagles,WAS,NFC,NFC East,Open,Closed,Cover 1,17,101,101,0.9108910891089109,83,0.8217821782178217,0.900990099009901,-0.025612740653465305,-24,0.07920792079207921,521,5.158415841584159,1.4395393474088292,5.108910891089109,-272,2,,No,No,24,0.2376237623762376,-0.0495079207920792,Yes,0.0891089108910891,0.07920792079207921,0.6633663366336634,0.2376237623762376,0.7722772277227723,2.2396039603960394,2.4916666666666667,-2.6930693069306932,90.6,No,Yes,25,True,1,,0.009900990099009901
7,Cincinnati,Bengals,CLV,AFC,AFC North,Open,Open,Cover 6,17,111,111,0.9459459459459459,100,0.9009009009009009,0.9545454545454546,0.022677187854545422,-17,0.04504504504504504,744,6.702702702702703,1.4475806451612903,8.144144144144144,-367,8,2,No,No,20,0.18018018018018017,-0.08193738738738739,No,0.16216216216216217,0.036036036036036036,0.6936936936936937,0.2702702702702703,0.7567567567567568,2.0945945945945947,2.665,-3.3603603603603602,118.6,No,Yes,33,True,,,
8,Cleveland,Browns,CIN,AFC,AFC North,Open,Open,Cover 6,17,112,112,0.9107142857142857,92,0.8214285714285714,0.9107142857142857,-0.017278997973214305,-26,0.08928571428571429,507,4.526785714285714,1.6035502958579881,4.660714285714286,-354,3,2,No,No,28,0.25,-0.026911607142857136,No,0.08928571428571429,0.08928571428571429,0.6964285714285714,0.23214285714285715,0.6875,2.180357142857143,2.307142857142857,-3.1607142857142856,90.7,No,Yes,21,,1,,
32,Washington,Commanders,PHI,NFC,NFC East,Open,Closed,Cover 1,17,93,93,0.946236559139785,83,0.8924731182795699,0.946236559139785,0.014706130064516154,-10,0.053763440860215055,498,5.354838709677419,1.5240963855421688,5.56989247311828,-291,1,2,No,No,15,0.16129032258064516,-0.07778602150537636,Yes,0.12903225806451613,0.053763440860215055,0.7204301075268817,0.22580645161290322,0.7526881720430108,1.960215053763441,2.1599999999999997,-3.129032258064516,92.6,No,Yes,22,,,,
16,Kansas City,Chiefs,LV,AFC,AFC West,Closed,Closed,Cover 3,17,115,115,0.9478260869565217,107,0.9304347826086956,0.9478260869565217,0.016122721391304218,-7,0.017391304347826087,605,5.260869565217392,1.5289256198347108,5.217391304347826,-358,2,1,Yes,No,15,0.13043478260869565,-0.11056521739130434,No,0.19130434782608696,0.05217391304347826,0.7739130434782608,0.17391304347826086,0.8347826086956521,1.9721739130434783,2.64,-3.1130434782608694,90.8,No,Yes,26,,1,,
27,Pittsburgh,Steelers,BLT,AFC,AFC North,Closed,Closed,Cover 1,17,97,97,0.9175257731958762,88,0.9072164948453608,0.9175257731958762,-0.01087877975257745,,0.010309278350515464,533,5.494845360824742,1.448405253283302,6.11340206185567,-262,3,1,No,No,19,0.1958762886597938,-0.06788505154639175,No,0.13402061855670103,0.08247422680412371,0.5773195876288659,0.36082474226804123,0.8144329896907216,2.1041237113402063,2.294736842105263,-2.7010309278350517,99.9,No,Yes,21,True,,,0.010309278350515464
1,Arizona,Cardinals,LA,NFC,NFC West,Closed,Open,Cover 6,17,86,86,1,79,0.9186046511627907,0.9651162790697675,0.04750594051162793,-11,0.046511627906976744,588,6.837209302325581,1.3673469387755102,7.534883720930233,-237,3,,Yes,No,12,0.13953488372093023,-0.13715465116279071,No,0.05813953488372093,,0.686046511627907,0.22093023255813954,0.8255813953488372,2.1790697674418604,2.5083333333333333,-2.755813953488372,106.8,No,Yes,24,,,,
4,Buffalo,Bills,NYJ,AFC,AFC East,Closed,Closed,Cover 3,17,86,86,0.9069767441860465,73,0.8488372093023255,0.9176470588235294,-0.0007986032823530387,-3,0.05813953488372093,393,4.569767441860465,1.6412213740458015,4.27906976744186,-273,1,2,Yes,No,19,0.22093023255813954,-0.014238953488372102,No,0.09302325581395349,0.08139534883720931,0.686046511627907,0.22093023255813954,0.813953488372093,1.9383720930232557,2.0368421052631582,-3.2209302325581395,84.7,No,Yes,16,True,1,,0.011627906976744186
